Time,X,Y,Orientation_Z,Orientation_W
2024-08-06 16:07:21,3.965651750564575,2.210479736328125,-0.7138589417013036,0.7002895196653273
2024-08-06 16:07:26,3.9751994609832764,-0.027083396911621094,-0.9999028373841475,0.01393971990862469
2024-08-06 16:07:30,2.060133934020996,-0.01953411102294922,-0.9999512012216756,0.009879027043598223
2024-08-06 16:07:33,-0.020030975341796875,0.09062767028808594,-0.9999597068998201,0.008976891267361928
2024-08-06 16:07:37,-2.0829365253448486,-0.015607833862304688,-0.9999951085325653,0.0031277645280473076
2024-08-06 16:07:41,-5.2087602615356445,-0.1433858871459961,-0.9992670465245405,0.03828014798981217
2024-08-06 16:07:43,-7.541463851928711,-0.21390819549560547,-0.9994053383336577,0.03448144008284828
2024-08-06 16:07:47,-9.057191848754883,-0.22258377075195312,0.7000069260675104,0.7141360538843526
2024-08-06 16:07:50,-8.908758163452148,1.6468076705932617,0.694598085453579,0.7193980120101963
2024-08-06 16:07:54,-2.4486899375915527,0.284088134765625,0.6886186505435646,0.7251236819491969
2024-08-06 16:07:57,-2.303407669067383,1.937103271484375,0.692361623004749,0.7215506794330041
