Time,X,Y,Orientation_Z,Orientation_W
2024-08-08 13:43:22,2.5633,0.0568,0.3658,0.9307
2024-08-08 13:43:28,4.0296,0.9526,0.3135,0.9496
2024-08-08 13:43:33,5.0218,1.9746,0.0215,0.9998
2024-08-08 13:43:37,7.4917,2.0423,-0.0031,1.0
2024-08-08 13:43:41,9.424,2.0913,-0.1976,0.9803
2024-08-08 13:43:45,12.6506,1.7217,-0.3973,0.9177
2024-08-08 13:43:48,14.367,0.3333,-0.3411,0.94
2024-08-08 13:43:51,17.0155,-0.6702,0.0229,0.9997
2024-08-08 13:43:56,18.7996,1.0259,0.7129,0.7013
