Time,X,Y,Orientation_Z,Orientation_W
2024-08-06 16:00:58,3.983583927154541,2.3032970428466797,-0.702636259253669,0.7115492162753121
2024-08-06 16:01:09,4.005708694458008,-0.000705718994140625,0.9999573039082486,0.009240690479971841
2024-08-06 16:01:12,2.99139404296875,0.021981239318847656,-0.9998404993352794,0.0178598961077381
2024-08-06 16:01:15,2.013300895690918,-0.06125450134277344,-0.9997745444865619,0.02123346878603617
2024-08-06 16:01:21,0.9946098327636719,-0.04642963409423828,0.9999108889331864,0.013349688866972116
2024-08-06 16:01:25,-0.004831075668334961,-0.08124828338623047,0.9998970488839898,0.014348924457542489
2024-08-06 16:01:28,-1.0348870754241943,0.027335166931152344,0.9999998942069307,0.00045998492076539013
2024-08-06 16:01:34,-2.4599380493164062,0.14594078063964844,0.7106691598375906,0.7035263642932886
2024-08-06 16:01:39,-3.055114984512329,-0.014275550842285156,0.9999998552419436,0.0005380669956790457
2024-08-06 16:01:44,-5.624988555908203,-0.08940982818603516,-0.9998278454171295,0.01855477104522205
2024-08-06 16:01:48,-7.6452765464782715,-0.07322883605957031,-0.9985467467667322,0.05389243473416008
2024-08-06 16:01:54,-8.979363441467285,-0.043399810791015625,0.712130093900355,0.7020475264264319
2024-08-06 16:01:59,-8.976415634155273,1.5842180252075195,0.6997074991178597,0.7144294336589376
