Time,X,Y,Orientation_Z,Orientation_W
2024-08-09 12:04:32,3.0764,-0.008,-0.012,0.9999
2024-08-09 12:04:36,5.051,-0.0408,0.0076,1.0
2024-08-09 12:04:39,6.66,0.8131,0.2519,0.9678
2024-08-09 12:04:57,8.4534,1.3986,-0.0223,0.9998
2024-08-09 12:05:00,10.6127,1.7754,-0.0992,0.9951
2024-08-09 12:05:02,12.7285,1.3922,-0.2709,0.9626
2024-08-09 12:05:06,14.9045,0.3094,-0.3017,0.9534
2024-08-09 12:05:09,17.4685,-0.5702,-0.1623,0.9867
