time,.linear.x,.linear.y,.linear.z,.angular.x,.angular.y,.angular.z
1970/01/01/05:30:53.497000,-0.265,0.0,0.0,0.0,0.0,-2.2222
1970/01/01/05:30:53.598000,-0.267,0.0,0.0,0.0,0.0,-2.2893
1970/01/01/05:30:53.698000,-0.267,0.0,0.0,0.0,0.0,-2.3516
1970/01/01/05:30:53.798000,-0.268,0.0,0.0,0.0,0.0,-2.4082
1970/01/01/05:30:53.899000,-0.269,0.0,0.0,0.0,0.0,-2.46
1970/01/01/05:30:53.998000,-0.269,0.0,0.0,0.0,0.0,-2.5075
1970/01/01/05:30:54.098000,-0.271,0.0,0.0,0.0,0.0,-2.5459
1970/01/01/05:30:54.199000,-0.27,0.0,0.0,0.0,0.0,-2.5826000000000002
1970/01/01/05:30:54.298000,-0.272,0.0,0.0,0.0,0.0,-2.6121000000000003
1970/01/01/05:30:54.399000,-0.272,0.0,0.0,0.0,0.0,-2.6349000000000005
1970/01/01/05:30:54.498000,-0.271,0.0,0.0,0.0,0.0,-2.6564000000000005
1970/01/01/05:30:54.598000,-0.272,0.0,0.0,0.0,0.0,-2.6718000000000006
1970/01/01/05:30:54.699000,-0.272,0.0,0.0,0.0,0.0,-2.6783000000000006
1970/01/01/05:30:54.798000,-0.271,0.0,0.0,0.0,0.0,-2.6838000000000006
1970/01/01/05:30:54.897000,-0.27,0.0,0.0,0.0,0.0,-2.6888000000000005
1970/01/01/05:30:54.999000,-0.271,0.0,0.0,0.0,0.0,-2.6871000000000005
1970/01/01/05:30:55.098000,-0.271,0.0,0.0,0.0,0.0,-2.6773000000000007
1970/01/01/05:30:55.198000,-0.27,0.0,0.0,0.0,0.0,-2.664300000000001
1970/01/01/05:30:55.297000,-0.269,0.0,0.0,0.0,0.0,-2.6510000000000007
1970/01/01/05:30:55.399000,-0.269,0.0,0.0,0.0,0.0,-2.6363000000000008
1970/01/01/05:30:55.499000,-0.269,0.0,0.0,0.0,0.0,-2.614700000000001
1970/01/01/05:30:55.598000,-0.268,0.0,0.0,0.0,0.0,-2.588000000000001
1970/01/01/05:30:55.698000,-0.266,0.0,0.0,0.0,0.0,-2.561200000000001
1970/01/01/05:30:55.797000,-0.266,0.0,0.0,0.0,0.0,-2.534300000000001
1970/01/01/05:30:55.897000,-0.265,0.0,0.0,0.0,0.0,-2.5056000000000007
1970/01/01/05:30:55.998000,-0.264,0.0,0.0,0.0,0.0,-2.4708000000000006
1970/01/01/05:30:56.098000,-0.263,0.0,0.0,0.0,0.0,-2.4299000000000004
1970/01/01/05:30:56.199000,-0.262,0.0,0.0,0.0,0.0,-2.3869000000000002
1970/01/01/05:30:56.299000,-0.26,0.0,0.0,0.0,0.0,-2.3439
1970/01/01/05:30:56.398000,-0.259,0.0,0.0,0.0,0.0,-2.3013
1970/01/01/05:30:56.498000,-0.258,0.0,0.0,0.0,0.0,-2.2571
1970/01/01/05:30:56.598000,-0.256,0.0,0.0,0.0,0.0,-2.2077999999999998
1970/01/01/05:30:56.697000,-0.255,0.0,0.0,0.0,0.0,-2.1531
1970/01/01/05:30:56.799000,-0.253,0.0,0.0,0.0,0.0,-2.0961999999999996
1970/01/01/05:30:56.898000,-0.252,0.0,0.0,0.0,0.0,-2.0395999999999996
1970/01/01/05:30:56.998000,-0.251,0.0,0.0,0.0,0.0,-1.9835999999999996
1970/01/01/05:30:57.098000,-0.249,0.0,0.0,0.0,0.0,-1.9263999999999997
1970/01/01/05:30:57.198000,-0.247,0.0,0.0,0.0,0.0,-1.8648999999999996
1970/01/01/05:30:57.296000,-0.245,0.0,0.0,0.0,0.0,-1.7990999999999995
1970/01/01/05:30:57.398000,-0.244,0.0,0.0,0.0,0.0,-1.7310999999999994
1970/01/01/05:30:57.499000,-0.243,0.0,0.0,0.0,0.0,-1.6633999999999993
1970/01/01/05:30:57.598000,-0.241,0.0,0.0,0.0,0.0,-1.5961999999999994
1970/01/01/05:30:57.696000,-0.239,0.0,0.0,0.0,0.0,-1.5280999999999993
1970/01/01/05:30:57.798000,-0.237,0.0,0.0,0.0,0.0,-1.4563999999999993
1970/01/01/05:30:57.898000,-0.235,0.0,0.0,0.0,0.0,-1.3810999999999993
1970/01/01/05:30:57.996000,-0.233,0.0,0.0,0.0,0.0,-1.3039999999999994
1970/01/01/05:30:58.097000,-0.232,0.0,0.0,0.0,0.0,-1.2271999999999994
1970/01/01/05:30:58.197000,-0.231,0.0,0.0,0.0,0.0,-1.1502999999999994
1970/01/01/05:30:58.298000,-0.229,0.0,0.0,0.0,0.0,-1.0720999999999994
1970/01/01/05:30:58.398000,-0.226,0.0,0.0,0.0,0.0,-0.9909999999999994
1970/01/01/05:30:58.498000,-0.225,0.0,0.0,0.0,0.0,-0.9086999999999994
1970/01/01/05:30:58.599000,-0.224,0.0,0.0,0.0,0.0,-0.8264999999999993
1970/01/01/05:30:58.699000,-0.222,0.0,0.0,0.0,0.0,-0.7444999999999994
1970/01/01/05:30:58.797000,-0.22,0.0,0.0,0.0,0.0,-0.6599999999999994
1970/01/01/05:30:58.898000,-0.217,0.0,0.0,0.0,0.0,-0.5727999999999993
1970/01/01/05:30:58.998000,-0.216,0.0,0.0,0.0,0.0,-0.4846999999999993
1970/01/01/05:30:59.099000,-0.214,0.0,0.0,0.0,0.0,-0.39619999999999933
1970/01/01/05:30:59.198000,-0.213,0.0,0.0,0.0,0.0,-0.30749999999999933
1970/01/01/05:30:59.298000,-0.211,0.0,0.0,0.0,0.0,-0.21689999999999932
1970/01/01/05:30:59.398000,-0.209,0.0,0.0,0.0,0.0,-0.12489999999999932
1970/01/01/05:30:59.497000,-0.208,0.0,0.0,0.0,0.0,-0.03139999999999932
1970/01/01/05:30:59.598000,-0.207,0.0,0.0,0.0,0.0,0.06430000000000068
1970/01/01/05:30:59.699000,-0.207,0.0,0.0,0.0,0.0,0.15940000000000068
1970/01/01/05:30:59.798000,-0.208,0.0,0.0,0.0,0.0,0.2524000000000007
1970/01/01/05:30:59.899000,-0.207,0.0,0.0,0.0,0.0,0.3465000000000007
1970/01/01/05:30:59.997000,-0.209,0.0,0.0,0.0,0.0,0.4389000000000007
1970/01/01/05:31:00.098000,-0.209,0.0,0.0,0.0,0.0,0.5289000000000007
1970/01/01/05:31:00.198000,-0.21,0.0,0.0,0.0,0.0,0.6170000000000007
1970/01/01/05:31:00.298000,-0.211,0.0,0.0,0.0,0.0,0.7032000000000007
1970/01/01/05:31:00.398000,-0.211,0.0,0.0,0.0,0.0,0.7877000000000007
1970/01/01/05:31:00.499000,-0.212,0.0,0.0,0.0,0.0,0.8702000000000008
1970/01/01/05:31:00.597000,-0.212,0.0,0.0,0.0,0.0,0.9506000000000008
1970/01/01/05:31:00.698000,-0.213,0.0,0.0,0.0,0.0,1.0291000000000008
1970/01/01/05:31:00.799000,-0.213,0.0,0.0,0.0,0.0,1.1056000000000008
1970/01/01/05:31:00.899000,-0.213,0.0,0.0,0.0,0.0,1.1801000000000008
1970/01/01/05:31:00.997000,-0.214,0.0,0.0,0.0,0.0,1.2526000000000008
1970/01/01/05:31:01.098000,-0.214,0.0,0.0,0.0,0.0,1.3231000000000008
1970/01/01/05:31:01.197000,-0.214,0.0,0.0,0.0,0.0,1.390800000000001
1970/01/01/05:31:01.298000,-0.214,0.0,0.0,0.0,0.0,1.456400000000001
1970/01/01/05:31:01.397000,-0.214,0.0,0.0,0.0,0.0,1.5200000000000011
1970/01/01/05:31:01.499000,-0.214,0.0,0.0,0.0,0.0,1.5800000000000012
1970/01/01/05:31:01.600000,-0.214,0.0,0.0,0.0,0.0,1.6379000000000012
1970/01/01/05:31:01.698000,-0.214,0.0,0.0,0.0,0.0,1.6937000000000013
1970/01/01/05:31:01.797000,-0.214,0.0,0.0,0.0,0.0,1.7466000000000013
1970/01/01/05:31:01.898000,-0.213,0.0,0.0,0.0,0.0,1.7968000000000013
1970/01/01/05:31:01.998000,-0.213,0.0,0.0,0.0,0.0,1.8449000000000013
1970/01/01/05:31:02.098000,-0.213,0.0,0.0,0.0,0.0,1.8903000000000014
1970/01/01/05:31:02.198000,-0.212,0.0,0.0,0.0,0.0,1.9329000000000014
1970/01/01/05:31:02.299000,-0.212,0.0,0.0,0.0,0.0,1.9729000000000014
1970/01/01/05:31:02.397000,-0.212,0.0,0.0,0.0,0.0,2.0103000000000013
1970/01/01/05:31:02.499000,-0.211,0.0,0.0,0.0,0.0,2.045400000000001
1970/01/01/05:31:02.598000,-0.211,0.0,0.0,0.0,0.0,2.077800000000001
1970/01/01/05:31:02.698000,-0.21,0.0,0.0,0.0,0.0,2.1075000000000013
1970/01/01/05:31:02.798000,-0.209,0.0,0.0,0.0,0.0,2.1347000000000014
1970/01/01/05:31:02.899000,-0.209,0.0,0.0,0.0,0.0,2.1592000000000016
1970/01/01/05:31:02.997000,-0.208,0.0,0.0,0.0,0.0,2.1809000000000016
1970/01/01/05:31:03.097000,-0.208,0.0,0.0,0.0,0.0,2.2001000000000017
1970/01/01/05:31:03.197000,-0.207,0.0,0.0,0.0,0.0,2.2167000000000017
1970/01/01/05:31:03.299000,-0.206,0.0,0.0,0.0,0.0,2.2307000000000015
1970/01/01/05:31:03.398000,-0.205,0.0,0.0,0.0,0.0,2.2421000000000015
1970/01/01/05:31:03.497000,-0.205,0.0,0.0,0.0,0.0,2.2511000000000014
1970/01/01/05:31:03.598000,-0.204,0.0,0.0,0.0,0.0,2.2574000000000014
1970/01/01/05:31:03.699000,-0.203,0.0,0.0,0.0,0.0,2.261300000000001
1970/01/01/05:31:03.799000,-0.202,0.0,0.0,0.0,0.0,2.262300000000001
1970/01/01/05:31:03.898000,-0.201,0.0,0.0,0.0,0.0,2.261000000000001
1970/01/01/05:31:03.998000,-0.201,0.0,0.0,0.0,0.0,2.257000000000001
1970/01/01/05:31:04.098000,-0.2,0.0,0.0,0.0,0.0,2.250300000000001
1970/01/01/05:31:04.198000,-0.199,0.0,0.0,0.0,0.0,2.241300000000001
1970/01/01/05:31:04.297000,-0.198,0.0,0.0,0.0,0.0,2.2296000000000014
1970/01/01/05:31:04.398000,-0.197,0.0,0.0,0.0,0.0,2.2155000000000014
1970/01/01/05:31:04.498000,-0.196,0.0,0.0,0.0,0.0,2.1991000000000014
1970/01/01/05:31:04.597000,-0.195,0.0,0.0,0.0,0.0,2.1802000000000015
1970/01/01/05:31:04.697000,-0.194,0.0,0.0,0.0,0.0,2.1590000000000016
1970/01/01/05:31:04.798000,-0.193,0.0,0.0,0.0,0.0,2.1356000000000015
1970/01/01/05:31:04.899000,-0.192,0.0,0.0,0.0,0.0,2.1097000000000015
1970/01/01/05:31:04.996000,-0.191,0.0,0.0,0.0,0.0,2.0813000000000015
1970/01/01/05:31:05.098000,-0.191,0.0,0.0,0.0,0.0,2.0507000000000013
1970/01/01/05:31:05.198000,-0.189,0.0,0.0,0.0,0.0,2.0179000000000014
1970/01/01/05:31:05.299000,-0.189,0.0,0.0,0.0,0.0,1.9828000000000015
1970/01/01/05:31:05.397000,-0.188,0.0,0.0,0.0,0.0,1.9455000000000013
1970/01/01/05:31:05.498000,-0.187,0.0,0.0,0.0,0.0,1.9061000000000012
1970/01/01/05:31:05.598000,-0.186,0.0,0.0,0.0,0.0,1.8645000000000012
1970/01/01/05:31:05.697000,-0.185,0.0,0.0,0.0,0.0,1.820600000000001
1970/01/01/05:31:05.797000,-0.184,0.0,0.0,0.0,0.0,1.774700000000001
1970/01/01/05:31:05.897000,-0.183,0.0,0.0,0.0,0.0,1.726700000000001
1970/01/01/05:31:05.998000,-0.182,0.0,0.0,0.0,0.0,1.676700000000001
1970/01/01/05:31:06.097000,-0.181,0.0,0.0,0.0,0.0,1.624600000000001
1970/01/01/05:31:06.197000,-0.18,0.0,0.0,0.0,0.0,1.570500000000001
1970/01/01/05:31:06.298000,-0.179,0.0,0.0,0.0,0.0,1.5143000000000009
1970/01/01/05:31:06.397000,-0.178,0.0,0.0,0.0,0.0,1.4561000000000008
1970/01/01/05:31:06.498000,-0.177,0.0,0.0,0.0,0.0,1.3958000000000008
1970/01/01/05:31:06.598000,-0.176,0.0,0.0,0.0,0.0,1.3337000000000008
1970/01/01/05:31:06.697000,-0.175,0.0,0.0,0.0,0.0,1.2698000000000007
1970/01/01/05:31:06.798000,-0.174,0.0,0.0,0.0,0.0,1.2039000000000006
1970/01/01/05:31:06.898000,-0.173,0.0,0.0,0.0,0.0,1.1362000000000005
1970/01/01/05:31:06.998000,-0.172,0.0,0.0,0.0,0.0,1.0667000000000004
1970/01/01/05:31:07.098000,-0.171,0.0,0.0,0.0,0.0,0.9954000000000004
1970/01/01/05:31:07.197000,-0.17,0.0,0.0,0.0,0.0,0.9223000000000003
1970/01/01/05:31:07.298000,-0.169,0.0,0.0,0.0,0.0,0.8474000000000004
1970/01/01/05:31:07.397000,-0.168,0.0,0.0,0.0,0.0,0.7707000000000004
1970/01/01/05:31:07.497000,-0.167,0.0,0.0,0.0,0.0,0.6925000000000003
1970/01/01/05:31:07.598000,-0.166,0.0,0.0,0.0,0.0,0.6125000000000004
1970/01/01/05:31:07.697000,-0.165,0.0,0.0,0.0,0.0,0.5310000000000004
1970/01/01/05:31:07.796000,-0.165,0.0,0.0,0.0,0.0,0.44780000000000036
1970/01/01/05:31:07.898000,-0.163,0.0,0.0,0.0,0.0,0.36280000000000034
1970/01/01/05:31:07.998000,-0.162,0.0,0.0,0.0,0.0,0.2763000000000003
1970/01/01/05:31:08.097000,-0.162,0.0,0.0,0.0,0.0,0.18860000000000032
1970/01/01/05:31:08.197000,-0.161,0.0,0.0,0.0,0.0,0.10030000000000032
1970/01/01/05:31:08.297000,-0.16,0.0,0.0,0.0,0.0,0.012100000000000319
1970/01/01/05:31:08.397000,-0.16,0.0,0.0,0.0,0.0,-0.07529999999999969
1970/01/01/05:31:08.497000,-0.159,0.0,0.0,0.0,0.0,-0.1619999999999997
1970/01/01/05:31:08.597000,-0.158,0.0,0.0,0.0,0.0,-0.24629999999999969
1970/01/01/05:31:08.697000,-0.158,0.0,0.0,0.0,0.0,-0.3283999999999997
1970/01/01/05:31:08.798000,-0.158,0.0,0.0,0.0,0.0,-0.4078999999999997
1970/01/01/05:31:08.898000,-0.158,0.0,0.0,0.0,0.0,-0.4851999999999997
1970/01/01/05:31:08.997000,-0.159,0.0,0.0,0.0,0.0,-0.5588999999999997
1970/01/01/05:31:09.098000,-0.158,0.0,0.0,0.0,0.0,-0.6301999999999998
1970/01/01/05:31:09.197000,-0.159,0.0,0.0,0.0,0.0,-0.6984999999999998
1970/01/01/05:31:09.297000,-0.158,0.0,0.0,0.0,0.0,-0.7639999999999998
1970/01/01/05:31:09.398000,-0.159,0.0,0.0,0.0,0.0,-0.8269999999999997
1970/01/01/05:31:09.498000,-0.159,0.0,0.0,0.0,0.0,-0.8867999999999997
1970/01/01/05:31:09.598000,-0.158,0.0,0.0,0.0,0.0,-0.9444999999999997
1970/01/01/05:31:09.697000,-0.158,0.0,0.0,0.0,0.0,-0.9999999999999997
1970/01/01/05:31:09.797000,-0.159,0.0,0.0,0.0,0.0,-1.0526999999999997
1970/01/01/05:31:09.898000,-0.158,0.0,0.0,0.0,0.0,-1.1031999999999997
1970/01/01/05:31:09.997000,-0.158,0.0,0.0,0.0,0.0,-1.1517999999999997
1970/01/01/05:31:10.097000,-0.159,0.0,0.0,0.0,0.0,-1.1973999999999998
1970/01/01/05:31:10.198000,-0.158,0.0,0.0,0.0,0.0,-1.2408
1970/01/01/05:31:10.298000,-0.158,0.0,0.0,0.0,0.0,-1.2824
1970/01/01/05:31:10.398000,-0.158,0.0,0.0,0.0,0.0,-1.3213
1970/01/01/05:31:10.497000,-0.157,0.0,0.0,0.0,0.0,-1.3583999999999998
1970/01/01/05:31:10.598000,-0.157,0.0,0.0,0.0,0.0,-1.394
1970/01/01/05:31:10.696000,-0.157,0.0,0.0,0.0,0.0,-1.4271999999999998
1970/01/01/05:31:10.798000,-0.157,0.0,0.0,0.0,0.0,-1.4582999999999997
1970/01/01/05:31:10.896000,-0.156,0.0,0.0,0.0,0.0,-1.4880999999999998
1970/01/01/05:31:10.996000,-0.156,0.0,0.0,0.0,0.0,-1.5162999999999998
1970/01/01/05:31:11.099000,-0.156,0.0,0.0,0.0,0.0,-1.5423999999999998
1970/01/01/05:31:11.199000,-0.155,0.0,0.0,0.0,0.0,-1.5669999999999997
1970/01/01/05:31:11.296000,-0.155,0.0,0.0,0.0,0.0,-1.5904999999999998
1970/01/01/05:31:11.398000,-0.155,0.0,0.0,0.0,0.0,-1.6120999999999999
1970/01/01/05:31:11.497000,-0.155,0.0,0.0,0.0,0.0,-1.6321999999999999
1970/01/01/05:31:11.599000,-0.154,0.0,0.0,0.0,0.0,-1.6514
1970/01/01/05:31:11.698000,-0.154,0.0,0.0,0.0,0.0,-1.6692
1970/01/01/05:31:11.797000,-0.154,0.0,0.0,0.0,0.0,-1.6853
1970/01/01/05:31:11.899000,-0.153,0.0,0.0,0.0,0.0,-1.7004
1970/01/01/05:31:11.998000,-0.153,0.0,0.0,0.0,0.0,-1.7147
1970/01/01/05:31:12.097000,-0.153,0.0,0.0,0.0,0.0,-1.7275999999999998
1970/01/01/05:31:12.197000,-0.152,0.0,0.0,0.0,0.0,-1.7390999999999999
1970/01/01/05:31:12.297000,-0.151,0.0,0.0,0.0,0.0,-1.7497999999999998
1970/01/01/05:31:12.397000,-0.151,0.0,0.0,0.0,0.0,-1.7596999999999998
1970/01/01/05:31:12.497000,-0.151,0.0,0.0,0.0,0.0,-1.7682999999999998
1970/01/01/05:31:12.596000,-0.15,0.0,0.0,0.0,0.0,-1.7758999999999998
1970/01/01/05:31:12.698000,-0.149,0.0,0.0,0.0,0.0,-1.7828999999999997
1970/01/01/05:31:12.797000,-0.149,0.0,0.0,0.0,0.0,-1.7889999999999997
1970/01/01/05:31:12.897000,-0.149,0.0,0.0,0.0,0.0,-1.7937999999999996
1970/01/01/05:31:13.098000,-0.149,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:13.099000,-0.15,0.0,0.0,0.0,0.0,0.0076
1970/01/01/05:31:13.197000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:13.198000,-0.15,0.0,0.0,0.0,0.0,0.0054
1970/01/01/05:31:13.299000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:13.299000,-0.15,0.0,0.0,0.0,0.0,0.0046
1970/01/01/05:31:13.397000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:13.398000,-0.15,0.0,0.0,0.0,0.0,0.0042
1970/01/01/05:31:13.499000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:13.500000,-0.15,0.0,0.0,0.0,0.0,0.004
1970/01/01/05:31:13.598000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:13.599000,-0.15,0.0,0.0,0.0,0.0,0.004
1970/01/01/05:31:13.697000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:13.698000,-0.15,0.0,0.0,0.0,0.0,0.004
1970/01/01/05:31:13.797000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:13.799000,-0.15,0.0,0.0,0.0,0.0,0.004
1970/01/01/05:31:13.898000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:13.899000,-0.15,0.0,0.0,0.0,0.0,0.0038
1970/01/01/05:31:13.997000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:13.997000,-0.15,0.0,0.0,0.0,0.0,0.0038
1970/01/01/05:31:14.098000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:14.098000,-0.15,0.0,0.0,0.0,0.0,0.0038
1970/01/01/05:31:14.197000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:14.199000,-0.15,0.0,0.0,0.0,0.0,0.0036
1970/01/01/05:31:14.299000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:14.301000,-0.15,0.0,0.0,0.0,0.0,0.0036
1970/01/01/05:31:14.399000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:14.399000,-0.15,0.0,0.0,0.0,0.0,0.0036
1970/01/01/05:31:14.498000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:14.499000,-0.15,0.0,0.0,0.0,0.0,0.0032
1970/01/01/05:31:14.598000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:14.599000,-0.15,0.0,0.0,0.0,0.0,0.0032
1970/01/01/05:31:14.698000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:14.700000,-0.15,0.0,0.0,0.0,0.0,0.0032
1970/01/01/05:31:14.797000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:14.798000,-0.15,0.0,0.0,0.0,0.0,0.003
1970/01/01/05:31:14.899000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:14.901000,-0.15,0.0,0.0,0.0,0.0,0.003
1970/01/01/05:31:14.999000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:15.001000,-0.15,0.0,0.0,0.0,0.0,0.003
1970/01/01/05:31:15.098000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:15.100000,-0.15,0.0,0.0,0.0,0.0,0.003
1970/01/01/05:31:15.197000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:15.198000,-0.15,0.0,0.0,0.0,0.0,0.0028
1970/01/01/05:31:15.296000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:15.297000,-0.15,0.0,0.0,0.0,0.0,0.0028
1970/01/01/05:31:15.399000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:15.400000,-0.15,0.0,0.0,0.0,0.0,0.0028
1970/01/01/05:31:15.498000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:15.499000,-0.15,0.0,0.0,0.0,0.0,0.0026
1970/01/01/05:31:15.597000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:15.598000,-0.15,0.0,0.0,0.0,0.0,0.0024
1970/01/01/05:31:15.699000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:15.700000,-0.15,0.0,0.0,0.0,0.0,0.0024
1970/01/01/05:31:15.799000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:15.799000,-0.15,0.0,0.0,0.0,0.0,0.0024
1970/01/01/05:31:15.898000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:15.899000,-0.15,0.0,0.0,0.0,0.0,0.0024
1970/01/01/05:31:15.998000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:15.999000,-0.15,0.0,0.0,0.0,0.0,0.0024
1970/01/01/05:31:16.098000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:16.099000,-0.15,0.0,0.0,0.0,0.0,0.0024
1970/01/01/05:31:16.197000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:16.198000,-0.15,0.0,0.0,0.0,0.0,0.0022
1970/01/01/05:31:16.298000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:16.300000,-0.15,0.0,0.0,0.0,0.0,0.0022
1970/01/01/05:31:16.397000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:16.398000,-0.15,0.0,0.0,0.0,0.0,0.0022
1970/01/01/05:31:16.497000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:16.499000,-0.15,0.0,0.0,0.0,0.0,0.002
1970/01/01/05:31:16.598000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:16.599000,-0.15,0.0,0.0,0.0,0.0,0.002
1970/01/01/05:31:16.698000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:16.699000,-0.15,0.0,0.0,0.0,0.0,0.002
1970/01/01/05:31:16.798000,-0.15,0.0,0.0,0.0,0.0,0.0
