time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.angular_vel,.linear_vel,.kp_dist,.kd_dist,.kp_angle,.kd_angle,.y_offset,.fork_angle,.dist_2_pallet
1970/01/01/05:30:54.598000,53,0,0,,0.0154,0.272,0.09,0.1,-0.333,0.02,0.333,0.378,3.015
1970/01/01/05:30:54.699000,54,0,0,,0.0065,0.272,0.09,0.1,-0.333,0.02,0.333,0.351,3.021
1970/01/01/05:30:54.798000,55,0,0,,0.0055,0.271,0.09,0.1,-0.323,0.02,0.323,0.34,3.016
1970/01/01/05:30:54.897000,56,0,0,,0.005,0.27,0.09,0.1,-0.313,0.02,0.313,0.329,3.011
1970/01/01/05:30:54.999000,57,0,0,,0.0017,0.271,0.09,0.1,-0.312,0.02,0.312,0.305,3.013
1970/01/01/05:30:55.098000,58,0,0,,0.0098,0.271,0.09,0.1,-0.312,0.02,0.312,0.279,3.013
1970/01/01/05:30:55.198000,59,0,0,,0.013,0.27,0.09,0.1,-0.306,0.02,0.306,0.263,3.007
1970/01/01/05:30:55.297000,60,0,0,,0.0133,0.269,0.09,0.1,-0.297,0.02,0.297,0.252,3.0
1970/01/01/05:30:55.399000,61,0,0,,0.0147,0.269,0.09,0.1,-0.291,0.02,0.291,0.24,2.994
1970/01/01/05:30:55.499000,62,0,0,,0.0216,0.269,0.09,0.1,-0.291,0.02,0.291,0.215,2.989
1970/01/01/05:30:55.598000,63,0,0,,0.0267,0.268,0.09,0.1,-0.288,0.02,0.288,0.194,2.982
1970/01/01/05:30:55.698000,64,0,0,,0.0268,0.266,0.09,0.1,-0.28,0.02,0.28,0.184,2.972
1970/01/01/05:30:55.797000,65,0,0,,0.0269,0.266,0.09,0.1,-0.272,0.02,0.272,0.173,2.962
1970/01/01/05:30:55.897000,66,0,0,,0.0287,0.265,0.09,0.1,-0.267,0.02,0.267,0.159,2.954
1970/01/01/05:30:55.998000,67,0,0,,0.0348,0.264,0.09,0.1,-0.267,0.02,0.267,0.135,2.943
1970/01/01/05:30:56.098000,68,0,0,,0.0409,0.263,0.09,0.1,-0.267,0.02,0.267,0.112,2.931
1970/01/01/05:30:56.199000,69,0,0,,0.043,0.262,0.09,0.1,-0.262,0.02,0.262,0.097,2.919
1970/01/01/05:30:56.299000,70,0,0,,0.043,0.26,0.09,0.1,-0.255,0.02,0.255,0.086,2.907
1970/01/01/05:30:56.398000,71,0,0,,0.0426,0.259,0.09,0.1,-0.248,0.02,0.248,0.076,2.894
1970/01/01/05:30:56.498000,72,0,0,,0.0442,0.258,0.09,0.1,-0.244,0.02,0.244,0.062,2.882
1970/01/01/05:30:56.598000,73,0,0,,0.0493,0.256,0.09,0.1,-0.244,0.02,0.244,0.04,2.866
1970/01/01/05:30:56.697000,74,0,0,,0.0547,0.255,0.09,0.1,-0.244,0.02,0.244,0.018,2.849
1970/01/01/05:30:56.799000,75,0,0,,0.0569,0.253,0.09,0.1,-0.241,0.02,0.241,0.004,2.833
1970/01/01/05:30:56.898000,76,0,0,,0.0566,0.252,0.09,0.1,-0.235,0.02,0.235,0.006,2.819
1970/01/01/05:30:56.998000,77,0,0,,0.056,0.251,0.09,0.1,-0.229,0.02,0.229,0.016,2.804
1970/01/01/05:30:57.098000,78,0,0,,0.0572,0.249,0.09,0.1,-0.225,0.02,0.225,0.03,2.788
1970/01/01/05:30:57.198000,79,0,0,,0.0615,0.247,0.09,0.1,-0.225,0.02,0.225,0.05,2.768
1970/01/01/05:30:57.296000,80,0,0,,0.0658,0.245,0.09,0.1,-0.225,0.02,0.225,0.069,2.748
1970/01/01/05:30:57.398000,81,0,0,,0.068,0.244,0.09,0.1,-0.223,0.02,0.223,0.083,2.73
1970/01/01/05:30:57.499000,82,0,0,,0.0677,0.243,0.09,0.1,-0.218,0.02,0.218,0.093,2.714
1970/01/01/05:30:57.598000,83,0,0,,0.0672,0.241,0.09,0.1,-0.213,0.02,0.213,0.103,2.698
1970/01/01/05:30:57.696000,84,0,0,,0.0681,0.239,0.09,0.1,-0.21,0.02,0.21,0.115,2.68
1970/01/01/05:30:57.798000,85,0,0,,0.0717,0.237,0.09,0.1,-0.21,0.02,0.21,0.133,2.658
1970/01/01/05:30:57.898000,86,0,0,,0.0753,0.235,0.09,0.1,-0.21,0.02,0.21,0.15,2.636
1970/01/01/05:30:57.996000,87,0,0,,0.0771,0.233,0.09,0.1,-0.208,0.02,0.208,0.164,2.616
1970/01/01/05:30:58.097000,88,0,0,,0.0768,0.232,0.09,0.1,-0.204,0.02,0.204,0.173,2.599
1970/01/01/05:30:58.196000,89,0,0,,0.0769,0.231,0.09,0.1,-0.201,0.02,0.201,0.182,2.582
1970/01/01/05:30:58.298000,90,0,0,,0.0782,0.229,0.09,0.1,-0.199,0.02,0.199,0.195,2.563
1970/01/01/05:30:58.398000,91,0,0,,0.0811,0.226,0.09,0.1,-0.199,0.02,0.199,0.21,2.54
1970/01/01/05:30:58.498000,92,0,0,,0.0823,0.225,0.09,0.1,-0.197,0.02,0.197,0.222,2.52
1970/01/01/05:30:58.599000,93,0,0,,0.0822,0.224,0.09,0.1,-0.194,0.02,0.194,0.23,2.503
1970/01/01/05:30:58.699000,94,0,0,,0.082,0.222,0.09,0.1,-0.191,0.02,0.191,0.239,2.485
1970/01/01/05:30:58.797000,95,0,0,,0.0845,0.22,0.09,0.1,-0.191,0.02,0.191,0.253,2.464
1970/01/01/05:30:58.897000,96,0,0,,0.0872,0.217,0.09,0.1,-0.191,0.02,0.191,0.267,2.441
1970/01/01/05:30:58.998000,97,0,0,,0.0881,0.216,0.09,0.1,-0.189,0.02,0.189,0.278,2.421
1970/01/01/05:30:59.099000,98,0,0,,0.0885,0.214,0.09,0.1,-0.187,0.02,0.187,0.287,2.403
1970/01/01/05:30:59.198000,99,0,0,,0.0887,0.213,0.09,0.1,-0.185,0.02,0.185,0.295,2.385
1970/01/01/05:30:59.298000,100,0,0,,0.0906,0.211,0.09,0.1,-0.185,0.02,0.185,0.306,2.364
1970/01/01/05:30:59.398000,101,0,0,,0.092,0.209,0.09,0.1,-0.185,0.02,0.185,0.313,2.346
1970/01/01/05:30:59.497000,102,0,0,,0.0935,0.208,0.09,0.1,-0.186,0.02,0.186,0.317,2.331
1970/01/01/05:30:59.598000,103,0,0,,0.0957,0.207,0.09,0.1,-0.189,0.02,0.189,0.318,2.316
1970/01/01/05:30:59.699000,104,0,0,,0.0951,0.207,0.09,0.1,-0.189,0.02,0.189,0.314,2.31
1970/01/01/05:30:59.798000,105,0,0,,0.093,0.208,0.09,0.1,-0.189,0.02,0.189,0.302,2.309
1970/01/01/05:30:59.899000,106,0,0,,0.0941,0.207,0.09,0.1,-0.193,0.02,0.193,0.294,2.305
1970/01/01/05:30:59.997000,107,0,0,,0.0924,0.209,0.09,0.1,-0.194,0.02,0.194,0.281,2.311
1970/01/01/05:31:00.098000,108,0,0,,0.09,0.209,0.09,0.1,-0.195,0.02,0.195,0.265,2.318
1970/01/01/05:31:00.198000,109,0,0,,0.0881,0.21,0.09,0.1,-0.197,0.02,0.197,0.249,2.327
1970/01/01/05:31:00.298000,110,0,0,,0.0862,0.211,0.09,0.1,-0.199,0.02,0.199,0.233,2.335
1970/01/01/05:31:00.398000,111,0,0,,0.0845,0.211,0.09,0.1,-0.201,0.02,0.201,0.218,2.342
1970/01/01/05:31:00.499000,112,0,0,,0.0825,0.212,0.09,0.1,-0.203,0.02,0.203,0.202,2.348
1970/01/01/05:31:00.597000,113,0,0,,0.0804,0.212,0.09,0.1,-0.205,0.02,0.205,0.186,2.354
1970/01/01/05:31:00.698000,114,0,0,,0.0785,0.213,0.09,0.1,-0.207,0.02,0.207,0.171,2.359
1970/01/01/05:31:00.799000,115,0,0,,0.0765,0.213,0.09,0.1,-0.209,0.02,0.209,0.156,2.363
1970/01/01/05:31:00.899000,116,0,0,,0.0745,0.213,0.09,0.1,-0.211,0.02,0.211,0.141,2.366
1970/01/01/05:31:00.997000,117,0,0,,0.0725,0.214,0.09,0.1,-0.213,0.02,0.213,0.126,2.369
1970/01/01/05:31:01.098000,118,0,0,,0.0705,0.214,0.09,0.1,-0.215,0.02,0.215,0.112,2.371
1970/01/01/05:31:01.197000,119,0,0,,0.0677,0.214,0.09,0.1,-0.216,0.02,0.216,0.096,2.374
1970/01/01/05:31:01.297000,120,0,0,,0.0656,0.214,0.09,0.1,-0.218,0.02,0.218,0.082,2.375
1970/01/01/05:31:01.397000,121,0,0,,0.0636,0.214,0.09,0.1,-0.22,0.02,0.22,0.068,2.375
1970/01/01/05:31:01.499000,122,0,0,,0.06,0.214,0.09,0.1,-0.22,0.02,0.22,0.051,2.377
1970/01/01/05:31:01.600000,123,0,0,,0.0579,0.214,0.09,0.1,-0.222,0.02,0.222,0.038,2.376
1970/01/01/05:31:01.698000,124,0,0,,0.0558,0.214,0.09,0.1,-0.224,0.02,0.224,0.024,2.375
1970/01/01/05:31:01.797000,125,0,0,,0.0529,0.214,0.09,0.1,-0.225,0.02,0.225,0.009,2.374
1970/01/01/05:31:01.898000,126,0,0,,0.0502,0.213,0.09,0.1,-0.226,0.02,0.226,0.005,2.372
1970/01/01/05:31:01.998000,127,0,0,,0.0481,0.213,0.09,0.1,-0.228,0.02,0.228,0.018,2.369
1970/01/01/05:31:02.098000,128,0,0,,0.0454,0.213,0.09,0.1,-0.229,0.02,0.229,0.032,2.366
1970/01/01/05:31:02.198000,129,0,0,,0.0426,0.212,0.09,0.1,-0.23,0.02,0.23,0.046,2.363
1970/01/01/05:31:02.299000,130,0,0,,0.04,0.212,0.09,0.1,-0.231,0.02,0.231,0.059,2.359
1970/01/01/05:31:02.396000,131,0,0,,0.0374,0.212,0.09,0.1,-0.232,0.02,0.232,0.072,2.355
1970/01/01/05:31:02.499000,132,0,0,,0.0351,0.211,0.09,0.1,-0.234,0.02,0.234,0.085,2.35
1970/01/01/05:31:02.598000,133,0,0,,0.0324,0.211,0.09,0.1,-0.235,0.02,0.235,0.098,2.345
1970/01/01/05:31:02.698000,134,0,0,,0.0297,0.21,0.09,0.1,-0.236,0.02,0.236,0.111,2.339
1970/01/01/05:31:02.798000,135,0,0,,0.0272,0.209,0.09,0.1,-0.237,0.02,0.237,0.123,2.333
1970/01/01/05:31:02.899000,136,0,0,,0.0245,0.209,0.09,0.1,-0.238,0.02,0.238,0.136,2.327
1970/01/01/05:31:02.996000,137,0,0,,0.0217,0.208,0.09,0.1,-0.239,0.02,0.239,0.149,2.321
1970/01/01/05:31:03.097000,138,0,0,,0.0192,0.208,0.09,0.1,-0.24,0.02,0.24,0.161,2.314
1970/01/01/05:31:03.197000,139,0,0,,0.0166,0.207,0.09,0.1,-0.241,0.02,0.241,0.173,2.306
1970/01/01/05:31:03.299000,140,0,0,,0.014,0.206,0.09,0.1,-0.242,0.02,0.242,0.185,2.299
1970/01/01/05:31:03.398000,141,0,0,,0.0114,0.205,0.09,0.1,-0.243,0.02,0.243,0.197,2.291
1970/01/01/05:31:03.497000,142,0,0,,0.009,0.205,0.09,0.1,-0.244,0.02,0.244,0.208,2.283
1970/01/01/05:31:03.598000,143,0,0,,0.0063,0.204,0.09,0.1,-0.245,0.02,0.245,0.22,2.275
1970/01/01/05:31:03.699000,144,0,0,,0.0039,0.203,0.09,0.1,-0.246,0.02,0.246,0.231,2.266
1970/01/01/05:31:03.798000,145,0,0,,0.001,0.202,0.09,0.1,-0.246,0.02,0.246,0.243,2.257
1970/01/01/05:31:03.898000,146,0,0,,0.0013,0.201,0.09,0.1,-0.247,0.02,0.247,0.253,2.248
1970/01/01/05:31:03.998000,147,0,0,,0.004,0.201,0.09,0.1,-0.248,0.02,0.248,0.265,2.239
1970/01/01/05:31:04.098000,148,0,0,,0.0067,0.2,0.09,0.1,-0.248,0.02,0.248,0.276,2.229
1970/01/01/05:31:04.198000,149,0,0,,0.009,0.199,0.09,0.1,-0.249,0.02,0.249,0.286,2.22
1970/01/01/05:31:04.297000,150,0,0,,0.0117,0.198,0.09,0.1,-0.249,0.02,0.249,0.297,2.21
1970/01/01/05:31:04.398000,151,0,0,,0.0141,0.197,0.09,0.1,-0.25,0.02,0.25,0.307,2.2
1970/01/01/05:31:04.498000,152,0,0,,0.0164,0.196,0.09,0.1,-0.251,0.02,0.251,0.317,2.19
1970/01/01/05:31:04.597000,153,0,0,,0.0189,0.195,0.09,0.1,-0.251,0.02,0.251,0.327,2.18
1970/01/01/05:31:04.697000,154,0,0,,0.0212,0.194,0.09,0.1,-0.252,0.02,0.252,0.337,2.17
1970/01/01/05:31:04.798000,155,0,0,,0.0234,0.193,0.09,0.1,-0.253,0.02,0.253,0.346,2.159
1970/01/01/05:31:04.899000,156,0,0,,0.0259,0.192,0.09,0.1,-0.253,0.02,0.253,0.356,2.149
1970/01/01/05:31:04.996000,157,0,0,,0.0284,0.191,0.09,0.1,-0.253,0.02,0.253,0.366,2.138
1970/01/01/05:31:05.098000,158,0,0,,0.0306,0.191,0.09,0.1,-0.254,0.02,0.254,0.375,2.128
1970/01/01/05:31:05.198000,159,0,0,,0.0328,0.189,0.09,0.1,-0.254,0.02,0.254,0.384,2.117
1970/01/01/05:31:05.298000,160,0,0,,0.0351,0.189,0.09,0.1,-0.254,0.02,0.254,0.393,2.107
1970/01/01/05:31:05.397000,161,0,0,,0.0373,0.188,0.09,0.1,-0.255,0.02,0.255,0.402,2.096
1970/01/01/05:31:05.498000,162,0,0,,0.0394,0.187,0.09,0.1,-0.255,0.02,0.255,0.41,2.086
1970/01/01/05:31:05.597000,163,0,0,,0.0416,0.186,0.09,0.1,-0.255,0.02,0.255,0.419,2.075
1970/01/01/05:31:05.697000,164,0,0,,0.0439,0.185,0.09,0.1,-0.255,0.02,0.255,0.428,2.064
1970/01/01/05:31:05.797000,165,0,0,,0.0459,0.184,0.09,0.1,-0.256,0.02,0.256,0.436,2.053
1970/01/01/05:31:05.897000,166,0,0,,0.048,0.183,0.09,0.1,-0.256,0.02,0.256,0.444,2.043
1970/01/01/05:31:05.998000,167,0,0,,0.05,0.182,0.09,0.1,-0.256,0.02,0.256,0.452,2.032
1970/01/01/05:31:06.097000,168,0,0,,0.0521,0.181,0.09,0.1,-0.256,0.02,0.256,0.46,2.021
1970/01/01/05:31:06.197000,169,0,0,,0.0541,0.18,0.09,0.1,-0.256,0.02,0.256,0.468,2.01
1970/01/01/05:31:06.298000,170,0,0,,0.0562,0.179,0.09,0.1,-0.256,0.02,0.256,0.476,1.999
1970/01/01/05:31:06.397000,171,0,0,,0.0582,0.178,0.09,0.1,-0.256,0.02,0.256,0.484,1.989
1970/01/01/05:31:06.498000,172,0,0,,0.0603,0.177,0.09,0.1,-0.256,0.02,0.256,0.492,1.978
1970/01/01/05:31:06.598000,173,0,0,,0.0621,0.176,0.09,0.1,-0.257,0.02,0.257,0.499,1.967
1970/01/01/05:31:06.697000,174,0,0,,0.0639,0.175,0.09,0.1,-0.257,0.02,0.257,0.506,1.956
1970/01/01/05:31:06.798000,175,0,0,,0.0659,0.174,0.09,0.1,-0.257,0.02,0.257,0.514,1.945
1970/01/01/05:31:06.898000,176,0,0,,0.0677,0.173,0.09,0.1,-0.257,0.02,0.257,0.521,1.935
1970/01/01/05:31:06.998000,177,0,0,,0.0695,0.172,0.09,0.1,-0.256,0.02,0.256,0.528,1.924
1970/01/01/05:31:07.098000,178,0,0,,0.0713,0.171,0.09,0.1,-0.256,0.02,0.256,0.535,1.913
1970/01/01/05:31:07.197000,179,0,0,,0.0731,0.17,0.09,0.1,-0.256,0.02,0.256,0.542,1.902
1970/01/01/05:31:07.298000,180,0,0,,0.0749,0.169,0.09,0.1,-0.256,0.02,0.256,0.549,1.892
1970/01/01/05:31:07.397000,181,0,0,,0.0767,0.168,0.09,0.1,-0.256,0.02,0.256,0.556,1.881
1970/01/01/05:31:07.497000,182,0,0,,0.0782,0.167,0.09,0.1,-0.256,0.02,0.256,0.562,1.87
1970/01/01/05:31:07.598000,183,0,0,,0.08,0.166,0.09,0.1,-0.256,0.02,0.256,0.569,1.86
1970/01/01/05:31:07.697000,184,0,0,,0.0815,0.165,0.09,0.1,-0.256,0.02,0.256,0.575,1.849
1970/01/01/05:31:07.796000,185,0,0,,0.0832,0.165,0.09,0.1,-0.255,0.02,0.255,0.582,1.839
1970/01/01/05:31:07.898000,186,0,0,,0.085,0.163,0.09,0.1,-0.255,0.02,0.255,0.589,1.828
1970/01/01/05:31:07.998000,187,0,0,,0.0865,0.162,0.09,0.1,-0.254,0.02,0.254,0.595,1.817
1970/01/01/05:31:08.097000,188,0,0,,0.0877,0.162,0.09,0.1,-0.253,0.02,0.253,0.6,1.807
1970/01/01/05:31:08.197000,189,0,0,,0.0883,0.161,0.09,0.1,-0.251,0.02,0.251,0.603,1.797
1970/01/01/05:31:08.297000,190,0,0,,0.0882,0.16,0.09,0.1,-0.248,0.02,0.248,0.604,1.787
1970/01/01/05:31:08.397000,191,0,0,,0.0874,0.16,0.09,0.1,-0.245,0.02,0.245,0.602,1.78
1970/01/01/05:31:08.497000,192,0,0,,0.0867,0.159,0.09,0.1,-0.241,0.02,0.241,0.601,1.772
1970/01/01/05:31:08.597000,193,0,0,,0.0843,0.158,0.09,0.1,-0.233,0.02,0.233,0.595,1.763
1970/01/01/05:31:08.697000,194,0,0,,0.0821,0.158,0.09,0.1,-0.231,0.02,0.231,0.586,1.76
1970/01/01/05:31:08.798000,195,0,0,,0.0795,0.158,0.09,0.1,-0.225,0.02,0.225,0.578,1.757
1970/01/01/05:31:08.898000,196,0,0,,0.0773,0.158,0.09,0.1,-0.22,0.02,0.22,0.571,1.754
1970/01/01/05:31:08.997000,197,0,0,,0.0737,0.159,0.09,0.1,-0.218,0.02,0.218,0.555,1.758
1970/01/01/05:31:09.098000,198,0,0,,0.0713,0.158,0.09,0.1,-0.211,0.02,0.211,0.549,1.756
1970/01/01/05:31:09.197000,199,0,0,,0.0683,0.159,0.09,0.1,-0.211,0.02,0.211,0.533,1.761
1970/01/01/05:31:09.297000,200,0,0,,0.0655,0.158,0.09,0.1,-0.205,0.02,0.205,0.524,1.759
1970/01/01/05:31:09.398000,201,0,0,,0.063,0.159,0.09,0.1,-0.201,0.02,0.201,0.514,1.76
1970/01/01/05:31:09.498000,202,0,0,,0.0598,0.159,0.09,0.1,-0.201,0.02,0.201,0.497,1.763
1970/01/01/05:31:09.598000,203,0,0,,0.0577,0.158,0.09,0.1,-0.195,0.02,0.195,0.491,1.76
1970/01/01/05:31:09.697000,204,0,0,,0.0555,0.158,0.09,0.1,-0.191,0.02,0.191,0.481,1.76
1970/01/01/05:31:09.797000,205,0,0,,0.0527,0.159,0.09,0.1,-0.191,0.02,0.191,0.465,1.763
1970/01/01/05:31:09.898000,206,0,0,,0.0505,0.158,0.09,0.1,-0.186,0.02,0.186,0.457,1.76
1970/01/01/05:31:09.997000,207,0,0,,0.0486,0.158,0.09,0.1,-0.181,0.02,0.181,0.449,1.758
1970/01/01/05:31:10.097000,208,0,0,,0.0456,0.159,0.09,0.1,-0.181,0.02,0.181,0.431,1.76
1970/01/01/05:31:10.198000,209,0,0,,0.0434,0.158,0.09,0.1,-0.176,0.02,0.176,0.422,1.757
1970/01/01/05:31:10.298000,210,0,0,,0.0416,0.158,0.09,0.1,-0.172,0.02,0.172,0.413,1.755
1970/01/01/05:31:10.398000,211,0,0,,0.0389,0.158,0.09,0.1,-0.171,0.02,0.171,0.397,1.755
1970/01/01/05:31:10.497000,212,0,0,,0.0371,0.157,0.09,0.1,-0.166,0.02,0.166,0.389,1.751
1970/01/01/05:31:10.598000,213,0,0,,0.0356,0.157,0.09,0.1,-0.161,0.02,0.161,0.382,1.748
1970/01/01/05:31:10.696000,214,0,0,,0.0332,0.157,0.09,0.1,-0.161,0.02,0.161,0.365,1.748
1970/01/01/05:31:10.798000,215,0,0,,0.0311,0.157,0.09,0.1,-0.158,0.02,0.158,0.354,1.745
1970/01/01/05:31:10.896000,216,0,0,,0.0298,0.156,0.09,0.1,-0.152,0.02,0.152,0.348,1.741
1970/01/01/05:31:10.996000,217,0,0,,0.0282,0.156,0.09,0.1,-0.151,0.02,0.151,0.336,1.739
1970/01/01/05:31:11.099000,218,0,0,,0.0261,0.156,0.09,0.1,-0.15,0.02,0.15,0.322,1.737
1970/01/01/05:31:11.199000,219,0,0,,0.0246,0.155,0.09,0.1,-0.144,0.02,0.144,0.315,1.732
1970/01/01/05:31:11.296000,220,0,0,,0.0235,0.155,0.09,0.1,-0.141,0.02,0.141,0.307,1.729
1970/01/01/05:31:11.398000,221,0,0,,0.0216,0.155,0.09,0.1,-0.141,0.02,0.141,0.292,1.726
1970/01/01/05:31:11.497000,222,0,0,,0.0201,0.155,0.09,0.1,-0.137,0.02,0.137,0.283,1.722
1970/01/01/05:31:11.599000,223,0,0,,0.0192,0.154,0.09,0.1,-0.132,0.02,0.132,0.277,1.717
1970/01/01/05:31:11.697000,224,0,0,,0.0178,0.154,0.09,0.1,-0.131,0.02,0.131,0.265,1.715
1970/01/01/05:31:11.797000,225,0,0,,0.0161,0.154,0.09,0.1,-0.13,0.02,0.13,0.252,1.711
1970/01/01/05:31:11.899000,226,0,0,,0.0151,0.153,0.09,0.1,-0.125,0.02,0.125,0.246,1.706
