time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.angular_vel,.linear_vel,.kp_dist,.kd_dist,.kp_angle,.kd_angle,.y_offset,.fork_angle,.dist_2_pallet
1970/01/01/05:33:31.787000,129,0,0,,0.0267,0.23,0.1,-0.048,-0.048,0.02,0.048,0.6,2.304
1970/01/01/05:33:31.886000,130,0,0,,0.0243,0.23,0.1,-0.044,-0.044,0.02,0.044,0.598,2.297
1970/01/01/05:33:31.987000,131,0,0,,0.0217,0.229,0.1,-0.039,-0.039,0.02,0.039,0.599,2.287
1970/01/01/05:33:32.084000,132,0,0,,0.0213,0.228,0.1,-0.038,-0.038,0.02,0.038,0.597,2.283
1970/01/01/05:33:32.187000,133,0,0,,0.0206,0.228,0.1,-0.037,-0.037,0.02,0.037,0.589,2.285
1970/01/01/05:33:32.287000,134,0,0,,0.0198,0.228,0.1,-0.036,-0.036,0.02,0.036,0.582,2.284
1970/01/01/05:33:32.387000,135,0,0,,0.0175,0.228,0.1,-0.032,-0.032,0.02,0.032,0.582,2.273
1970/01/01/05:33:32.487000,136,0,0,,0.0154,0.227,0.1,-0.028,-0.028,0.02,0.028,0.583,2.265
1970/01/01/05:33:32.587000,137,0,0,,0.0149,0.227,0.1,-0.027,-0.027,0.02,0.027,0.575,2.266
1970/01/01/05:33:32.687000,138,0,0,,0.0147,0.227,0.1,-0.027,-0.027,0.02,0.027,0.567,2.267
1970/01/01/05:33:32.788000,139,0,0,,0.013,0.226,0.1,-0.024,-0.024,0.02,0.024,0.565,2.261
1970/01/01/05:33:32.888000,140,0,0,,0.0108,0.225,0.1,-0.02,-0.02,0.02,0.02,0.565,2.251
1970/01/01/05:33:32.985000,141,0,0,,0.0093,0.225,0.1,-0.017,-0.017,0.02,0.017,0.564,2.246
1970/01/01/05:33:33.087000,142,0,0,,0.0093,0.225,0.1,-0.017,-0.017,0.02,0.017,0.557,2.246
1970/01/01/05:33:33.186000,143,0,0,,0.0092,0.225,0.1,-0.017,-0.017,0.02,0.017,0.548,2.247
1970/01/01/05:33:33.287000,144,0,0,,0.0063,0.224,0.1,-0.012,-0.012,0.02,0.012,0.549,2.237
1970/01/01/05:33:33.387000,145,0,0,,0.0042,0.223,0.1,-0.008,-0.008,0.02,0.008,0.549,2.229
1970/01/01/05:33:33.486000,146,0,0,,0.0039,0.223,0.1,-0.007,-0.007,0.02,0.007,0.543,2.228
1970/01/01/05:33:33.587000,147,0,0,,0.0039,0.223,0.1,-0.007,-0.007,0.02,0.007,0.534,2.228
1970/01/01/05:33:33.687000,148,0,0,,0.0015,0.222,0.1,-0.003,-0.003,0.02,0.003,0.533,2.22
1970/01/01/05:33:33.787000,149,0,0,,0.0006,0.221,0.1,0.001,0.001,0.02,0.001,0.533,2.211
1970/01/01/05:33:33.885000,150,0,0,,0.001,0.221,0.1,0.002,0.002,0.02,0.002,0.527,2.21
1970/01/01/05:33:33.986000,151,0,0,,0.0009,0.221,0.1,0.002,0.002,0.02,0.002,0.519,2.21
1970/01/01/05:33:34.087000,152,0,0,,0.0026,0.22,0.1,0.005,0.005,0.02,0.005,0.516,2.204
1970/01/01/05:33:34.186000,153,0,0,,0.0054,0.219,0.1,0.01,0.01,0.02,0.01,0.516,2.194
1970/01/01/05:33:34.287000,154,0,0,,0.0057,0.219,0.1,0.011,0.011,0.02,0.011,0.512,2.192
1970/01/01/05:33:34.387000,155,0,0,,0.0055,0.219,0.1,0.011,0.011,0.02,0.011,0.503,2.191
1970/01/01/05:33:34.487000,156,0,0,,0.0066,0.219,0.1,0.013,0.013,0.02,0.013,0.499,2.187
1970/01/01/05:33:34.586000,157,0,0,,0.0094,0.218,0.1,0.018,0.018,0.02,0.018,0.499,2.178
1970/01/01/05:33:34.687000,158,0,0,,0.0103,0.217,0.1,0.02,0.02,0.02,0.02,0.497,2.172
1970/01/01/05:33:34.787000,159,0,0,,0.01,0.217,0.1,0.02,0.02,0.02,0.02,0.488,2.171
1970/01/01/05:33:34.887000,160,0,0,,0.0104,0.217,0.1,0.021,0.021,0.02,0.021,0.481,2.169
1970/01/01/05:33:34.987000,161,0,0,,0.0133,0.216,0.1,0.026,0.026,0.02,0.026,0.481,2.16
1970/01/01/05:33:35.087000,162,0,0,,0.0148,0.215,0.1,0.029,0.029,0.02,0.029,0.479,2.154
1970/01/01/05:33:35.186000,163,0,0,,0.0144,0.215,0.1,0.029,0.029,0.02,0.029,0.472,2.152
1970/01/01/05:33:35.287000,164,0,0,,0.0154,0.215,0.1,0.031,0.031,0.02,0.031,0.467,2.148
1970/01/01/05:33:35.411000,165,0,0,,0.0177,0.214,0.1,0.035,0.035,0.02,0.035,0.467,2.139
1970/01/01/05:33:35.487000,166,0,0,,0.0184,0.213,0.1,0.037,0.037,0.02,0.037,0.462,2.135
1970/01/01/05:33:35.587000,167,0,0,,0.018,0.213,0.1,0.037,0.037,0.02,0.037,0.454,2.134
1970/01/01/05:33:35.687000,168,0,0,,0.0196,0.212,0.1,0.04,0.04,0.02,0.04,0.451,2.127
1970/01/01/05:33:35.787000,169,0,0,,0.0219,0.211,0.1,0.044,0.044,0.02,0.044,0.451,2.118
1970/01/01/05:33:35.887000,170,0,0,,0.022,0.211,0.1,0.045,0.045,0.02,0.045,0.445,2.115
1970/01/01/05:33:35.988000,171,0,0,,0.0215,0.211,0.1,0.045,0.045,0.02,0.045,0.436,2.113
1970/01/01/05:33:36.086000,172,0,0,,0.0232,0.21,0.1,0.048,0.048,0.02,0.048,0.434,2.106
1970/01/01/05:33:36.186000,173,0,0,,0.0259,0.209,0.1,0.053,0.053,0.02,0.053,0.434,2.097
1970/01/01/05:33:36.286000,174,0,0,,0.0253,0.209,0.1,0.053,0.053,0.02,0.053,0.427,2.095
1970/01/01/05:33:36.387000,175,0,0,,0.0255,0.209,0.1,0.054,0.054,0.02,0.054,0.421,2.091
1970/01/01/05:33:36.487000,176,0,0,,0.0278,0.208,0.1,0.058,0.058,0.02,0.058,0.42,2.083
1970/01/01/05:33:36.585000,177,0,0,,0.0285,0.207,0.1,0.06,0.06,0.02,0.06,0.416,2.078
1970/01/01/05:33:36.687000,178,0,0,,0.0279,0.207,0.1,0.06,0.06,0.02,0.06,0.408,2.075
1970/01/01/05:33:36.787000,179,0,0,,0.0302,0.206,0.1,0.064,0.064,0.02,0.064,0.407,2.066
1970/01/01/05:33:36.887000,180,0,0,,0.031,0.206,0.1,0.066,0.066,0.02,0.066,0.404,2.06
1970/01/01/05:33:36.987000,181,0,0,,0.0304,0.206,0.1,0.066,0.066,0.02,0.066,0.397,2.058
1970/01/01/05:33:37.087000,182,0,0,,0.0326,0.204,0.1,0.07,0.07,0.02,0.07,0.395,2.049
