time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.angular_vel,.linear_vel,.kp_dist,.kd_dist,.kp_angle,.kd_angle,.y_offset,.fork_angle,.dist_2_pallet
1970/01/01/05:36:05.435000,87,365,434000000,,0.4576,0.118,0.09,0.1,-0.604,0.02,0,-1.362,-1.336
1970/01/01/05:36:05.534000,88,365,534000000,,0.4629,0.115,0.09,0.1,-0.6,0.02,0,-1.372,-1.308
1970/01/01/05:36:05.636000,89,365,635000000,,0.4668,0.113,0.09,0.1,-0.595,0.02,0,-1.38,-1.282
1970/01/01/05:36:05.735000,90,365,735000000,,0.4714,0.11,0.09,0.1,-0.591,0.02,0,-1.389,-1.256
1970/01/01/05:36:05.835000,91,365,835000000,,0.4758,0.108,0.09,0.1,-0.587,0.02,0,-1.398,-1.231
1970/01/01/05:36:05.935000,92,365,935000000,,0.4796,0.106,0.09,0.1,-0.583,0.02,0,-1.406,-1.206
1970/01/01/05:36:06.035000,93,366,35000000,,0.4832,0.104,0.09,0.1,-0.579,0.02,0,-1.414,-1.184
1970/01/01/05:36:06.133000,94,366,133000000,,0.4868,0.102,0.09,0.1,-0.575,0.02,0,-1.422,-1.159
1970/01/01/05:36:06.235000,95,366,234000000,,0.4897,0.1,0.09,0.1,-0.571,0.02,0,-1.429,-1.137
1970/01/01/05:36:06.335000,96,366,335000000,,0.4934,0.098,0.09,0.1,-0.568,0.02,0,-1.437,-1.113
1970/01/01/05:36:06.434000,97,366,434000000,,0.4966,0.096,0.09,0.1,-0.564,0.02,0,-1.445,-1.091
1970/01/01/05:36:06.534000,98,366,533000000,,0.4993,0.094,0.09,0.1,-0.56,0.02,0,-1.452,-1.069
1970/01/01/05:36:06.635000,99,366,635000000,,0.5022,0.092,0.09,0.1,-0.557,0.02,0,-1.459,-1.047
1970/01/01/05:36:06.735000,100,366,734000000,,0.5047,0.09,0.09,0.1,-0.553,0.02,0,-1.466,-1.027
1970/01/01/05:36:06.835000,101,366,835000000,,0.5035,0.091,0.09,0.1,-0.548,0.02,0,-1.467,-1.019
1970/01/01/05:36:06.935000,102,366,935000000,,0.5003,0.093,0.09,0.1,-0.545,0.02,0,-1.463,-1.025
1970/01/01/05:36:07.034000,103,367,34000000,,0.4965,0.094,0.09,0.1,-0.542,0.02,0,-1.458,-1.035
1970/01/01/05:36:07.134000,104,367,134000000,,0.4923,0.095,0.09,0.1,-0.538,0.02,0,-1.453,-1.045
1970/01/01/05:36:07.234000,105,367,234000000,,0.488,0.096,0.09,0.1,-0.535,0.02,0,-1.447,-1.057
1970/01/01/05:36:07.335000,106,367,335000000,,0.4842,0.097,0.09,0.1,-0.532,0.02,0,-1.442,-1.066
1970/01/01/05:36:07.434000,107,367,434000000,,0.4804,0.098,0.09,0.1,-0.529,0.02,0,-1.437,-1.076
1970/01/01/05:36:07.535000,108,367,534000000,,0.4762,0.098,0.09,0.1,-0.525,0.02,0,-1.432,-1.084
1970/01/01/05:36:07.634000,109,367,634000000,,0.472,0.099,0.09,0.1,-0.521,0.02,0,-1.427,-1.094
1970/01/01/05:36:07.734000,110,367,734000000,,0.4678,0.101,0.09,0.1,-0.518,0.02,0,-1.421,-1.105
1970/01/01/05:36:07.834000,111,367,834000000,,0.4636,0.102,0.09,0.1,-0.515,0.02,0,-1.415,-1.116
1970/01/01/05:36:07.934000,112,367,934000000,,0.4594,0.103,0.09,0.1,-0.511,0.02,0,-1.41,-1.127
1970/01/01/05:36:08.035000,113,368,35000000,,0.4553,0.103,0.09,0.1,-0.507,0.02,0,-1.405,-1.136
1970/01/01/05:36:08.135000,114,368,134000000,,0.4507,0.104,0.09,0.1,-0.503,0.02,0,-1.399,-1.146
1970/01/01/05:36:08.235000,115,368,235000000,,0.447,0.105,0.09,0.1,-0.5,0.02,0,-1.394,-1.157
1970/01/01/05:36:08.335000,116,368,334000000,,0.4425,0.106,0.09,0.1,-0.496,0.02,0,-1.388,-1.168
1970/01/01/05:36:08.435000,117,368,434000000,,0.4384,0.107,0.09,0.1,-0.492,0.02,0,-1.383,-1.176
1970/01/01/05:36:08.535000,118,368,535000000,,0.4339,0.108,0.09,0.1,-0.488,0.02,0,-1.377,-1.188
1970/01/01/05:36:08.635000,119,368,634000000,,0.4298,0.109,0.09,0.1,-0.484,0.02,0,-1.372,-1.197
1970/01/01/05:36:08.734000,120,368,734000000,,0.4249,0.11,0.09,0.1,-0.48,0.02,0,-1.365,-1.21
1970/01/01/05:36:08.835000,121,368,835000000,,0.4203,0.111,0.09,0.1,-0.476,0.02,0,-1.359,-1.22
1970/01/01/05:36:08.934000,122,368,934000000,,0.4159,0.112,0.09,0.1,-0.472,0.02,0,-1.353,-1.23
1970/01/01/05:36:09.035000,123,369,35000000,,0.4119,0.113,0.09,0.1,-0.468,0.02,0,-1.348,-1.24
1970/01/01/05:36:09.135000,124,369,134000000,,0.407,0.114,0.09,0.1,-0.464,0.02,0,-1.341,-1.252
1970/01/01/05:36:09.235000,125,369,235000000,,0.4025,0.114,0.09,0.1,-0.459,0.02,0,-1.336,-1.26
1970/01/01/05:36:09.335000,126,369,334000000,,0.3982,0.116,0.09,0.1,-0.455,0.02,0,-1.33,-1.272
1970/01/01/05:36:09.435000,127,369,434000000,,0.3938,0.116,0.09,0.1,-0.451,0.02,0,-1.324,-1.281
1970/01/01/05:36:09.534000,128,369,534000000,,0.3889,0.118,0.09,0.1,-0.447,0.02,0,-1.317,-1.294
1970/01/01/05:36:09.635000,129,369,635000000,,0.3845,0.118,0.09,0.1,-0.442,0.02,0,-1.312,-1.304
1970/01/01/05:36:09.735000,130,369,735000000,,0.3798,0.119,0.09,0.1,-0.438,0.02,0,-1.305,-1.315
1970/01/01/05:36:09.835000,131,369,835000000,,0.3693,0.121,0.09,0.1,-0.425,0.02,0,-1.294,-1.331
1970/01/01/05:36:09.935000,132,369,934000000,,0.362,0.123,0.09,0.1,-0.418,0.02,0,-1.284,-1.348
1970/01/01/05:36:10.034000,133,370,33000000,,0.3566,0.125,0.09,0.1,-0.414,0.02,0,-1.275,-1.365
1970/01/01/05:36:10.135000,134,370,135000000,,0.3514,0.126,0.09,0.1,-0.41,0.02,0,-1.267,-1.38
1970/01/01/05:36:10.235000,135,370,235000000,,0.347,0.126,0.09,0.1,-0.404,0.02,0,-1.263,-1.387
1970/01/01/05:36:10.335000,136,370,335000000,,0.3427,0.126,0.09,0.1,-0.399,0.02,0,-1.258,-1.393
1970/01/01/05:36:10.435000,137,370,435000000,,0.3378,0.128,0.09,0.1,-0.395,0.02,0,-1.25,-1.407
1970/01/01/05:36:10.535000,138,370,535000000,,0.3323,0.129,0.09,0.1,-0.39,0.02,0,-1.242,-1.422
1970/01/01/05:36:10.655000,139,370,655000000,,0.328,0.129,0.09,0.1,-0.385,0.02,0,-1.237,-1.43
1970/01/01/05:36:10.735000,140,370,734000000,,0.3233,0.13,0.09,0.1,-0.379,0.02,0,-1.232,-1.436
1970/01/01/05:36:10.835000,141,370,835000000,,0.3185,0.132,0.09,0.1,-0.375,0.02,0,-1.224,-1.451
1970/01/01/05:36:10.934000,142,370,934000000,,0.3139,0.133,0.09,0.1,-0.371,0.02,0,-1.217,-1.464
1970/01/01/05:36:11.034000,143,371,34000000,,0.3091,0.133,0.09,0.1,-0.365,0.02,0,-1.212,-1.47
1970/01/01/05:36:11.135000,144,371,135000000,,0.3039,0.135,0.09,0.1,-0.36,0.02,0,-1.204,-1.482
1970/01/01/05:36:11.235000,145,371,234000000,,0.2989,0.136,0.09,0.1,-0.355,0.02,0,-1.197,-1.494
1970/01/01/05:36:11.334000,146,371,334000000,,0.2942,0.136,0.09,0.1,-0.349,0.02,0,-1.192,-1.502
1970/01/01/05:36:11.435000,147,371,435000000,,0.289,0.138,0.09,0.1,-0.344,0.02,0,-1.184,-1.515
1970/01/01/05:36:11.535000,148,371,534000000,,0.2844,0.138,0.09,0.1,-0.339,0.02,0,-1.178,-1.523
1970/01/01/05:36:11.635000,149,371,634000000,,0.2791,0.139,0.09,0.1,-0.333,0.02,0,-1.171,-1.534
1970/01/01/05:36:11.735000,150,371,735000000,,0.2746,0.14,0.09,0.1,-0.328,0.02,0,-1.165,-1.545
1970/01/01/05:36:11.835000,151,371,835000000,,0.2697,0.141,0.09,0.1,-0.323,0.02,0,-1.158,-1.555
1970/01/01/05:36:11.935000,152,371,934000000,,0.2644,0.142,0.09,0.1,-0.317,0.02,0,-1.151,-1.565
1970/01/01/05:36:12.035000,153,372,35000000,,0.2591,0.143,0.09,0.1,-0.311,0.02,0,-1.144,-1.575
1970/01/01/05:36:12.135000,154,372,135000000,,0.2543,0.144,0.09,0.1,-0.306,0.02,0,-1.137,-1.586
1970/01/01/05:36:12.235000,155,372,235000000,,0.249,0.145,0.09,0.1,-0.3,0.02,0,-1.13,-1.596
1970/01/01/05:36:12.334000,156,372,334000000,,0.244,0.145,0.09,0.1,-0.294,0.02,0,-1.124,-1.605
1970/01/01/05:36:12.434000,157,372,434000000,,0.2393,0.146,0.09,0.1,-0.289,0.02,0,-1.117,-1.615
1970/01/01/05:36:12.535000,158,372,535000000,,0.2341,0.147,0.09,0.1,-0.283,0.02,0,-1.11,-1.625
1970/01/01/05:36:12.635000,159,372,635000000,,0.2288,0.148,0.09,0.1,-0.277,0.02,0,-1.103,-1.635
1970/01/01/05:36:12.735000,160,372,735000000,,0.2236,0.149,0.09,0.1,-0.271,0.02,0,-1.096,-1.646
1970/01/01/05:36:12.835000,161,372,835000000,,0.2184,0.15,0.09,0.1,-0.265,0.02,0,-1.089,-1.655
1970/01/01/05:36:12.934000,162,372,934000000,,0.2134,0.15,0.09,0.1,-0.259,0.02,0,-1.083,-1.663
1970/01/01/05:36:13.035000,163,373,35000000,,0.2082,0.152,0.09,0.1,-0.253,0.02,0,-1.076,-1.674
1970/01/01/05:36:13.133000,164,373,133000000,,0.2031,0.153,0.09,0.1,-0.247,0.02,0,-1.069,-1.684
1970/01/01/05:36:13.234000,165,373,234000000,,0.1973,0.153,0.09,0.1,-0.24,0.02,0,-1.062,-1.692
1970/01/01/05:36:13.335000,166,373,334000000,,0.1927,0.154,0.09,0.1,-0.235,0.02,0,-1.055,-1.703
1970/01/01/05:36:13.435000,167,373,435000000,,0.1874,0.155,0.09,0.1,-0.229,0.02,0,-1.047,-1.714
1970/01/01/05:36:13.534000,168,373,534000000,,0.1818,0.156,0.09,0.1,-0.222,0.02,0,-1.041,-1.721
1970/01/01/05:36:13.634000,169,373,634000000,,0.1761,0.157,0.09,0.1,-0.215,0.02,0,-1.034,-1.73
1970/01/01/05:36:13.735000,170,373,735000000,,0.1708,0.158,0.09,0.1,-0.209,0.02,0,-1.026,-1.741
1970/01/01/05:36:13.834000,171,373,834000000,,0.1659,0.158,0.09,0.1,-0.203,0.02,0,-1.02,-1.749
1970/01/01/05:36:13.934000,172,373,933000000,,0.1601,0.159,0.09,0.1,-0.196,0.02,0,-1.013,-1.758
1970/01/01/05:36:14.034000,173,374,34000000,,0.1551,0.16,0.09,0.1,-0.19,0.02,0,-1.006,-1.767
1970/01/01/05:36:14.135000,174,374,135000000,,0.1498,0.161,0.09,0.1,-0.184,0.02,0,-0.998,-1.778
1970/01/01/05:36:14.235000,175,374,235000000,,0.1434,0.161,0.09,0.1,-0.176,0.02,0,-0.991,-1.785
1970/01/01/05:36:14.335000,176,374,335000000,,0.1384,0.162,0.09,0.1,-0.17,0.02,0,-0.984,-1.794
1970/01/01/05:36:14.435000,177,374,435000000,,0.1327,0.163,0.09,0.1,-0.163,0.02,0,-0.977,-1.803
1970/01/01/05:36:14.535000,178,374,535000000,,0.1275,0.164,0.09,0.1,-0.157,0.02,0,-0.969,-1.813
1970/01/01/05:36:14.634000,179,374,634000000,,0.1218,0.165,0.09,0.1,-0.15,0.02,0,-0.962,-1.821
1970/01/01/05:36:14.735000,180,374,734000000,,0.1161,0.166,0.09,0.1,-0.143,0.02,0,-0.955,-1.83
1970/01/01/05:36:14.835000,181,374,835000000,,0.1111,0.166,0.09,0.1,-0.137,0.02,0,-0.948,-1.839
1970/01/01/05:36:14.935000,182,374,935000000,,0.1053,0.167,0.09,0.1,-0.13,0.02,0,-0.94,-1.847
1970/01/01/05:36:15.034000,183,375,34000000,,0.0997,0.168,0.09,0.1,-0.123,0.02,0,-0.934,-1.855
1970/01/01/05:36:15.134000,184,375,134000000,,0.0934,0.168,0.09,0.1,-0.115,0.02,0,-0.927,-1.862
1970/01/01/05:36:15.234000,185,375,234000000,,0.0883,0.169,0.09,0.1,-0.109,0.02,0,-0.919,-1.871
1970/01/01/05:36:15.335000,186,375,335000000,,0.0826,0.17,0.09,0.1,-0.102,0.02,0,-0.912,-1.88
1970/01/01/05:36:15.434000,187,375,434000000,,0.0784,0.171,0.09,0.1,-0.097,0.02,0,-0.905,-1.888
1970/01/01/05:36:15.535000,188,375,535000000,,0.072,0.171,0.09,0.1,-0.089,0.02,0,-0.898,-1.895
1970/01/01/05:36:15.634000,189,375,634000000,,0.067,0.173,0.09,0.1,-0.083,0.02,0,-0.89,-1.906
1970/01/01/05:36:15.735000,190,375,735000000,,0.0614,0.172,0.09,0.1,-0.076,0.02,0,-0.884,-1.91
1970/01/01/05:36:15.835000,191,375,834000000,,0.0549,0.168,0.09,0.1,-0.067,0.02,0,-0.892,-1.889
1970/01/01/05:36:15.935000,192,375,935000000,,0.05,0.167,0.09,0.1,-0.06,0.02,0,-0.897,-1.871
1970/01/01/05:36:16.035000,193,376,35000000,,0.044,0.164,0.09,0.1,-0.052,0.02,0,-0.904,-1.849
1970/01/01/05:36:16.135000,194,376,134000000,,0.0386,0.163,0.09,0.1,-0.045,0.02,0,-0.907,-1.833
1970/01/01/05:36:16.234000,195,376,234000000,,0.0329,0.163,0.09,0.1,-0.038,0.02,0,-0.91,-1.82
1970/01/01/05:36:16.334000,196,376,334000000,,0.0271,0.161,0.09,0.1,-0.031,0.02,0,-0.913,-1.805
1970/01/01/05:36:16.435000,197,376,435000000,,0.0212,0.16,0.09,0.1,-0.024,0.02,0,-0.916,-1.791
1970/01/01/05:36:16.535000,198,376,535000000,,0.0151,0.159,0.09,0.1,-0.017,0.02,0,-0.918,-1.779
1970/01/01/05:36:16.633000,199,376,633000000,,0.008,0.158,0.09,0.1,-0.009,0.02,0,-0.92,-1.766
1970/01/01/05:36:16.734000,200,376,734000000,,0.0016,0.156,0.09,0.1,-0.002,0.02,0,-0.923,-1.751
1970/01/01/05:36:16.835000,201,376,835000000,,-0.0048,0.155,0.09,0.1,0.005,0.02,0,-0.925,-1.739
1970/01/01/05:36:16.934000,202,376,934000000,,-0.0114,0.154,0.09,0.1,0.012,0.02,0,-0.926,-1.728
1970/01/01/05:36:17.033000,203,377,33000000,,-0.0182,0.153,0.09,0.1,0.019,0.02,0,-0.928,-1.717
1970/01/01/05:36:17.134000,204,377,134000000,,-0.026,0.152,0.09,0.1,0.027,0.02,0,-0.929,-1.706
1970/01/01/05:36:17.235000,205,377,235000000,,-0.035,0.151,0.09,0.1,0.036,0.02,0,-0.93,-1.694
1970/01/01/05:36:17.335000,206,377,335000000,,-0.042,0.151,0.09,0.1,0.043,0.02,0,-0.931,-1.684
1970/01/01/05:36:17.435000,207,377,434000000,,-0.0504,0.149,0.09,0.1,0.051,0.02,0,-0.933,-1.671
1970/01/01/05:36:17.535000,208,377,535000000,,-0.0588,0.149,0.09,0.1,0.059,0.02,0,-0.934,-1.663
1970/01/01/05:36:17.634000,209,377,634000000,,-0.0661,0.148,0.09,0.1,0.066,0.02,0,-0.934,-1.654
1970/01/01/05:36:17.734000,210,377,734000000,,-0.0747,0.148,0.09,0.1,0.074,0.02,0,-0.933,-1.647
1970/01/01/05:36:17.835000,211,377,835000000,,-0.0834,0.147,0.09,0.1,0.082,0.02,0,-0.933,-1.64
1970/01/01/05:36:17.934000,212,377,934000000,,-0.092,0.146,0.09,0.1,0.09,0.02,0,-0.931,-1.634
1970/01/01/05:36:18.035000,213,378,35000000,,-0.101,0.146,0.09,0.1,0.098,0.02,0,-0.931,-1.627
1970/01/01/05:36:18.135000,214,378,135000000,,-0.1098,0.146,0.09,0.1,0.106,0.02,0,-0.929,-1.623
1970/01/01/05:36:18.234000,215,378,234000000,,-0.1187,0.145,0.09,0.1,0.114,0.02,0,-0.926,-1.619
1970/01/01/05:36:18.335000,216,378,335000000,,-0.1277,0.145,0.09,0.1,0.122,0.02,0,-0.924,-1.616
1970/01/01/05:36:18.435000,217,378,435000000,,-0.1369,0.145,0.09,0.1,0.13,0.02,0,-0.922,-1.612
1970/01/01/05:36:18.534000,218,378,534000000,,-0.1461,0.145,0.09,0.1,0.138,0.02,0,-0.92,-1.61
