time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.angular_vel,.linear_vel,.kp_dist,.kd_dist,.kp_angle,.kd_angle,.y_offset,.fork_angle,.dist_2_pallet
1970/01/01/05:31:29.496000,504,0,0,,0.0201,0.044,0.09,0.1,0.125,0.02,0.125,0.036,0.488
1970/01/01/05:31:29.595000,505,0,0,,0.0204,0.044,0.09,0.1,0.126,0.02,0.126,0.036,0.488
1970/01/01/05:31:29.695000,506,0,0,,0.0206,0.044,0.09,0.1,0.126,0.02,0.126,0.037,0.489
1970/01/01/05:31:29.795000,507,0,0,,0.0205,0.044,0.09,0.1,0.126,0.02,0.126,0.037,0.489
1970/01/01/05:31:29.896000,508,0,0,,0.0205,0.044,0.09,0.1,0.126,0.02,0.126,0.037,0.489
1970/01/01/05:31:29.995000,509,0,0,,0.0205,0.044,0.09,0.1,0.126,0.02,0.126,0.037,0.489
1970/01/01/05:31:30.095000,510,0,0,,0.0205,0.044,0.09,0.1,0.126,0.02,0.126,0.037,0.489
1970/01/01/05:31:30.195000,511,0,0,,0.0205,0.044,0.09,0.1,0.126,0.02,0.126,0.037,0.489
1970/01/01/05:31:30.294000,512,0,0,,0.0205,0.044,0.09,0.1,0.126,0.02,0.126,0.037,0.489
1970/01/01/05:31:30.394000,513,0,0,,0.0207,0.044,0.09,0.1,0.126,0.02,0.126,0.038,0.49
1970/01/01/05:31:30.492000,514,0,0,,0.0207,0.044,0.09,0.1,0.126,0.02,0.126,0.038,0.49
1970/01/01/05:31:30.594000,515,0,0,,0.0207,0.044,0.09,0.1,0.126,0.02,0.126,0.038,0.49
1970/01/01/05:31:30.695000,516,0,0,,0.0207,0.044,0.09,0.1,0.126,0.02,0.126,0.038,0.49
1970/01/01/05:31:30.794000,517,0,0,,0.0207,0.044,0.09,0.1,0.126,0.02,0.126,0.038,0.49
1970/01/01/05:31:30.895000,518,0,0,,0.0207,0.044,0.09,0.1,0.126,0.02,0.126,0.038,0.49
1970/01/01/05:31:31.014000,519,0,0,,0.0208,0.044,0.09,0.1,0.126,0.02,0.126,0.039,0.49
1970/01/01/05:31:31.096000,520,0,0,,0.0211,0.044,0.09,0.1,0.127,0.02,0.127,0.039,0.491
1970/01/01/05:31:31.195000,521,0,0,,0.0211,0.044,0.09,0.1,0.127,0.02,0.127,0.039,0.491
1970/01/01/05:31:31.295000,522,0,0,,0.0211,0.044,0.09,0.1,0.127,0.02,0.127,0.039,0.491
1970/01/01/05:31:31.396000,523,0,0,,0.0211,0.044,0.09,0.1,0.127,0.02,0.127,0.039,0.491
1970/01/01/05:31:31.495000,524,0,0,,0.0211,0.044,0.09,0.1,0.127,0.02,0.127,0.039,0.491
1970/01/01/05:31:31.594000,525,0,0,,0.0212,0.044,0.09,0.1,0.127,0.02,0.127,0.04,0.491
1970/01/01/05:31:31.694000,526,0,0,,0.0212,0.044,0.09,0.1,0.127,0.02,0.127,0.04,0.491
1970/01/01/05:31:31.796000,527,0,0,,0.0212,0.044,0.09,0.1,0.127,0.02,0.127,0.04,0.492
1970/01/01/05:31:31.895000,528,0,0,,0.0212,0.044,0.09,0.1,0.127,0.02,0.127,0.04,0.492
1970/01/01/05:31:31.994000,529,0,0,,0.0212,0.044,0.09,0.1,0.127,0.02,0.127,0.04,0.492
1970/01/01/05:31:32.095000,530,0,0,,0.0212,0.044,0.09,0.1,0.127,0.02,0.127,0.04,0.492
1970/01/01/05:31:32.196000,531,0,0,,0.0212,0.044,0.09,0.1,0.127,0.02,0.127,0.04,0.492
