time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.angular_vel,.linear_vel,.kp_dist,.kd_dist,.kp_angle,.kd_angle,.y_offset,.fork_angle,.dist_2_pallet
1970/01/01/05:31:38.630000,40,0,0,,0.0658,0.26,0.09,0.1,-0.45,0.02,0,0.596,2.875
1970/01/01/05:31:38.730000,41,0,0,,0.0623,0.26,0.09,0.1,-0.441,0.02,0,0.582,2.881
1970/01/01/05:31:38.831000,42,0,0,,0.0552,0.262,0.09,0.1,-0.436,0.02,0,0.562,2.895
1970/01/01/05:31:38.929000,43,0,0,,0.0534,0.261,0.09,0.1,-0.427,0.02,0,0.552,2.897
1970/01/01/05:31:39.030000,44,0,0,,0.0441,0.264,0.09,0.1,-0.424,0.02,0,0.527,2.913
1970/01/01/05:31:39.130000,45,0,0,,0.0426,0.262,0.09,0.1,-0.414,0.02,0,0.517,2.913
1970/01/01/05:31:39.231000,46,0,0,,0.0359,0.264,0.09,0.1,-0.409,0.02,0,0.496,2.923
1970/01/01/05:31:39.329000,47,0,0,,0.028,0.265,0.09,0.1,-0.406,0.02,0,0.474,2.933
1970/01/01/05:31:39.430000,48,0,0,,0.0272,0.264,0.09,0.1,-0.395,0.02,0,0.464,2.931
1970/01/01/05:31:39.530000,49,0,0,,0.0217,0.265,0.09,0.1,-0.39,0.02,0,0.445,2.937
1970/01/01/05:31:39.630000,50,0,0,,0.0111,0.266,0.09,0.1,-0.39,0.02,0,0.417,2.948
1970/01/01/05:31:39.729000,51,0,0,,0.0074,0.265,0.09,0.1,-0.383,0.02,0,0.402,2.946
1970/01/01/05:31:39.830000,52,0,0,,0.0071,0.264,0.09,0.1,-0.373,0.02,0,0.392,2.942
1970/01/01/05:31:39.931000,53,0,0,,0.0011,0.265,0.09,0.1,-0.369,0.02,0,0.371,2.945
1970/01/01/05:31:40.031000,54,0,0,,0.0087,0.266,0.09,0.1,-0.369,0.02,0,0.344,2.949
1970/01/01/05:31:40.129000,55,0,0,,0.0128,0.265,0.09,0.1,-0.363,0.02,0,0.327,2.946
1970/01/01/05:31:40.230000,56,0,0,,0.0134,0.264,0.09,0.1,-0.354,0.02,0,0.316,2.94
1970/01/01/05:31:40.331000,57,0,0,,0.0151,0.264,0.09,0.1,-0.347,0.02,0,0.303,2.935
1970/01/01/05:31:40.431000,58,0,0,,0.0248,0.264,0.09,0.1,-0.347,0.02,0,0.274,2.934
1970/01/01/05:31:40.531000,59,0,0,,0.0338,0.263,0.09,0.1,-0.347,0.02,0,0.248,2.93
1970/01/01/05:31:40.630000,60,0,0,,0.0348,0.262,0.09,0.1,-0.339,0.02,0,0.236,2.921
1970/01/01/05:31:40.730000,61,0,0,,0.0343,0.261,0.09,0.1,-0.33,0.02,0,0.226,2.912
1970/01/01/05:31:40.830000,62,0,0,,0.039,0.261,0.09,0.1,-0.328,0.02,0,0.208,2.905
1970/01/01/05:31:40.930000,63,0,0,,0.0466,0.26,0.09,0.1,-0.327,0.02,0,0.183,2.897
1970/01/01/05:31:41.031000,64,0,0,,0.0512,0.259,0.09,0.1,-0.324,0.02,0,0.165,2.887
1970/01/01/05:31:41.131000,65,0,0,,0.0508,0.258,0.09,0.1,-0.316,0.02,0,0.155,2.876
1970/01/01/05:31:41.230000,66,0,0,,0.0506,0.257,0.09,0.1,-0.309,0.02,0,0.145,2.865
1970/01/01/05:31:41.331000,67,0,0,,0.057,0.256,0.09,0.1,-0.309,0.02,0,0.123,2.854
1970/01/01/05:31:41.431000,68,0,0,,0.0638,0.254,0.09,0.1,-0.309,0.02,0,0.101,2.841
1970/01/01/05:31:41.531000,69,0,0,,0.0658,0.253,0.09,0.1,-0.304,0.02,0,0.087,2.828
1970/01/01/05:31:41.631000,70,0,0,,0.0653,0.252,0.09,0.1,-0.297,0.02,0,0.077,2.815
1970/01/01/05:31:41.730000,71,0,0,,0.0661,0.251,0.09,0.1,-0.292,0.02,0,0.065,2.802
1970/01/01/05:31:41.829000,72,0,0,,0.072,0.249,0.09,0.1,-0.292,0.02,0,0.044,2.786
1970/01/01/05:31:41.930000,73,0,0,,0.0781,0.248,0.09,0.1,-0.292,0.02,0,0.023,2.769
1970/01/01/05:31:42.029000,74,0,0,,0.0777,0.247,0.09,0.1,-0.286,0.02,0,0.014,2.755
1970/01/01/05:31:42.130000,75,0,0,,0.0772,0.245,0.09,0.1,-0.28,0.02,0,0.004,2.741
1970/01/01/05:31:42.231000,76,0,0,,0.0793,0.244,0.09,0.1,-0.277,0.02,0,0.01,2.725
1970/01/01/05:31:42.331000,77,0,0,,0.0846,0.242,0.09,0.1,-0.277,0.02,0,0.03,2.706
1970/01/01/05:31:42.430000,78,0,0,,0.0888,0.24,0.09,0.1,-0.276,0.02,0,0.047,2.687
1970/01/01/05:31:42.530000,79,0,0,,0.0885,0.239,0.09,0.1,-0.271,0.02,0,0.056,2.672
1970/01/01/05:31:42.630000,80,0,0,,0.088,0.237,0.09,0.1,-0.266,0.02,0,0.065,2.656
1970/01/01/05:31:42.731000,81,0,0,,0.0914,0.235,0.09,0.1,-0.265,0.02,0,0.081,2.637
1970/01/01/05:31:42.829000,82,0,0,,0.0961,0.233,0.09,0.1,-0.265,0.02,0,0.099,2.616
1970/01/01/05:31:42.930000,83,0,0,,0.0975,0.232,0.09,0.1,-0.262,0.02,0,0.111,2.598
1970/01/01/05:31:43.031000,84,0,0,,0.0968,0.231,0.09,0.1,-0.257,0.02,0,0.12,2.582
1970/01/01/05:31:43.130000,85,0,0,,0.0986,0.229,0.09,0.1,-0.256,0.02,0,0.13,2.563
1970/01/01/05:31:43.228000,86,0,0,,0.1007,0.227,0.09,0.1,-0.256,0.02,0,0.138,2.545
1970/01/01/05:31:43.330000,87,0,0,,0.1018,0.225,0.09,0.1,-0.256,0.02,0,0.142,2.526
1970/01/01/05:31:43.430000,88,0,0,,0.1028,0.225,0.09,0.1,-0.257,0.02,0,0.143,2.512
1970/01/01/05:31:43.531000,89,0,0,,0.1031,0.224,0.09,0.1,-0.259,0.02,0,0.139,2.502
1970/01/01/05:31:43.631000,90,0,0,,0.1007,0.224,0.09,0.1,-0.259,0.02,0,0.129,2.498
1970/01/01/05:31:43.730000,91,0,0,,0.0982,0.225,0.09,0.1,-0.26,0.02,0,0.117,2.497
1970/01/01/05:31:43.832000,92,0,0,,0.0959,0.225,0.09,0.1,-0.262,0.02,0,0.103,2.497
1970/01/01/05:31:43.932000,93,0,0,,0.0929,0.225,0.09,0.1,-0.264,0.02,0,0.087,2.5
1970/01/01/05:31:44.030000,94,0,0,,0.0893,0.225,0.09,0.1,-0.265,0.02,0,0.071,2.502
1970/01/01/05:31:44.130000,95,0,0,,0.0865,0.225,0.09,0.1,-0.267,0.02,0,0.056,2.503
1970/01/01/05:31:44.231000,96,0,0,,0.0828,0.225,0.09,0.1,-0.268,0.02,0,0.04,2.504
1970/01/01/05:31:44.331000,97,0,0,,0.0802,0.225,0.09,0.1,-0.27,0.02,0,0.026,2.504
1970/01/01/05:31:44.429000,98,0,0,,0.0767,0.225,0.09,0.1,-0.271,0.02,0,0.011,2.503
1970/01/01/05:31:44.530000,99,0,0,,0.0732,0.225,0.09,0.1,-0.272,0.02,0,0.004,2.502
1970/01/01/05:31:44.630000,100,0,0,,0.0701,0.225,0.09,0.1,-0.274,0.02,0,0.019,2.5
1970/01/01/05:31:44.730000,101,0,0,,0.0668,0.225,0.09,0.1,-0.275,0.02,0,0.033,2.498
1970/01/01/05:31:44.831000,102,0,0,,0.0637,0.224,0.09,0.1,-0.277,0.02,0,0.048,2.495
1970/01/01/05:31:44.930000,103,0,0,,0.0606,0.224,0.09,0.1,-0.278,0.02,0,0.061,2.491
1970/01/01/05:31:45.031000,104,0,0,,0.0572,0.223,0.09,0.1,-0.279,0.02,0,0.075,2.487
1970/01/01/05:31:45.130000,105,0,0,,0.0545,0.223,0.09,0.1,-0.281,0.02,0,0.088,2.483
1970/01/01/05:31:45.230000,106,0,0,,0.0508,0.223,0.09,0.1,-0.282,0.02,0,0.103,2.478
1970/01/01/05:31:45.330000,107,0,0,,0.0472,0.222,0.09,0.1,-0.283,0.02,0,0.117,2.473
1970/01/01/05:31:45.431000,108,0,0,,0.0442,0.221,0.09,0.1,-0.284,0.02,0,0.129,2.467
1970/01/01/05:31:45.530000,109,0,0,,0.0407,0.221,0.09,0.1,-0.285,0.02,0,0.143,2.461
1970/01/01/05:31:45.630000,110,0,0,,0.0374,0.22,0.09,0.1,-0.286,0.02,0,0.156,2.454
1970/01/01/05:31:45.731000,111,0,0,,0.0341,0.22,0.09,0.1,-0.287,0.02,0,0.169,2.447
1970/01/01/05:31:45.831000,112,0,0,,0.031,0.219,0.09,0.1,-0.288,0.02,0,0.181,2.439
1970/01/01/05:31:45.930000,113,0,0,,0.0274,0.218,0.09,0.1,-0.289,0.02,0,0.195,2.432
1970/01/01/05:31:46.052000,114,0,0,,0.0246,0.217,0.09,0.1,-0.29,0.02,0,0.206,2.423
1970/01/01/05:31:46.131000,115,0,0,,0.0212,0.217,0.09,0.1,-0.291,0.02,0,0.219,2.415
1970/01/01/05:31:46.230000,116,0,0,,0.0183,0.216,0.09,0.1,-0.292,0.02,0,0.23,2.406
1970/01/01/05:31:46.330000,117,0,0,,0.0149,0.215,0.09,0.1,-0.293,0.02,0,0.243,2.396
1970/01/01/05:31:46.430000,118,0,0,,0.0114,0.214,0.09,0.1,-0.293,0.02,0,0.255,2.387
1970/01/01/05:31:46.532000,119,0,0,,0.0082,0.213,0.09,0.1,-0.294,0.02,0,0.267,2.377
1970/01/01/05:31:46.631000,120,0,0,,0.0052,0.212,0.09,0.1,-0.295,0.02,0,0.278,2.367
1970/01/01/05:31:46.730000,121,0,0,,0.0017,0.211,0.09,0.1,-0.295,0.02,0,0.29,2.357
1970/01/01/05:31:46.829000,122,0,0,,0.001,0.21,0.09,0.1,-0.296,0.02,0,0.3,2.347
1970/01/01/05:31:46.929000,123,0,0,,0.0042,0.209,0.09,0.1,-0.297,0.02,0,0.312,2.336
1970/01/01/05:31:47.029000,124,0,0,,0.0072,0.208,0.09,0.1,-0.297,0.02,0,0.322,2.326
1970/01/01/05:31:47.131000,125,0,0,,0.0102,0.207,0.09,0.1,-0.298,0.02,0,0.333,2.315
1970/01/01/05:31:47.230000,126,0,0,,0.0132,0.206,0.09,0.1,-0.298,0.02,0,0.343,2.304
1970/01/01/05:31:47.330000,127,0,0,,0.016,0.205,0.09,0.1,-0.299,0.02,0,0.353,2.293
1970/01/01/05:31:47.429000,128,0,0,,0.0187,0.204,0.09,0.1,-0.3,0.02,0,0.363,2.282
1970/01/01/05:31:47.529000,129,0,0,,0.0217,0.203,0.09,0.1,-0.3,0.02,0,0.373,2.271
1970/01/01/05:31:47.629000,130,0,0,,0.0245,0.202,0.09,0.1,-0.301,0.02,0,0.383,2.259
1970/01/01/05:31:47.731000,131,0,0,,0.0275,0.201,0.09,0.1,-0.301,0.02,0,0.393,2.248
1970/01/01/05:31:47.830000,132,0,0,,0.0302,0.2,0.09,0.1,-0.301,0.02,0,0.402,2.237
1970/01/01/05:31:47.929000,133,0,0,,0.0329,0.199,0.09,0.1,-0.301,0.02,0,0.411,2.225
1970/01/01/05:31:48.030000,134,0,0,,0.0355,0.198,0.09,0.1,-0.302,0.02,0,0.42,2.214
1970/01/01/05:31:48.131000,135,0,0,,0.0385,0.197,0.09,0.1,-0.302,0.02,0,0.43,2.202
1970/01/01/05:31:48.230000,136,0,0,,0.0409,0.196,0.09,0.1,-0.302,0.02,0,0.438,2.19
1970/01/01/05:31:48.330000,137,0,0,,0.0436,0.195,0.09,0.1,-0.302,0.02,0,0.447,2.179
1970/01/01/05:31:48.430000,138,0,0,,0.0462,0.194,0.09,0.1,-0.303,0.02,0,0.456,2.167
1970/01/01/05:31:48.530000,139,0,0,,0.0486,0.193,0.09,0.1,-0.303,0.02,0,0.464,2.155
1970/01/01/05:31:48.629000,140,0,0,,0.0513,0.192,0.09,0.1,-0.303,0.02,0,0.473,2.143
1970/01/01/05:31:48.730000,141,0,0,,0.0538,0.191,0.09,0.1,-0.303,0.02,0,0.481,2.132
1970/01/01/05:31:48.831000,142,0,0,,0.0562,0.19,0.09,0.1,-0.303,0.02,0,0.489,2.12
1970/01/01/05:31:48.930000,143,0,0,,0.0586,0.189,0.09,0.1,-0.303,0.02,0,0.497,2.108
1970/01/01/05:31:49.030000,144,0,0,,0.061,0.188,0.09,0.1,-0.303,0.02,0,0.505,2.097
1970/01/01/05:31:49.130000,145,0,0,,0.0635,0.186,0.09,0.1,-0.303,0.02,0,0.513,2.085
1970/01/01/05:31:49.230000,146,0,0,,0.0662,0.185,0.09,0.1,-0.303,0.02,0,0.522,2.073
1970/01/01/05:31:49.331000,147,0,0,,0.0683,0.184,0.09,0.1,-0.303,0.02,0,0.529,2.061
1970/01/01/05:31:49.429000,148,0,0,,0.0707,0.183,0.09,0.1,-0.303,0.02,0,0.537,2.05
1970/01/01/05:31:49.530000,149,0,0,,0.0729,0.182,0.09,0.1,-0.303,0.02,0,0.544,2.038
1970/01/01/05:31:49.630000,150,0,0,,0.075,0.181,0.09,0.1,-0.302,0.02,0,0.551,2.026
1970/01/01/05:31:49.730000,151,0,0,,0.0772,0.18,0.09,0.1,-0.302,0.02,0,0.558,2.015
1970/01/01/05:31:49.829000,152,0,0,,0.0793,0.179,0.09,0.1,-0.302,0.02,0,0.565,2.003
1970/01/01/05:31:49.930000,153,0,0,,0.0814,0.178,0.09,0.1,-0.302,0.02,0,0.572,1.992
1970/01/01/05:31:50.030000,154,0,0,,0.0835,0.177,0.09,0.1,-0.302,0.02,0,0.579,1.98
1970/01/01/05:31:50.130000,155,0,0,,0.0856,0.176,0.09,0.1,-0.302,0.02,0,0.586,1.968
1970/01/01/05:31:50.231000,156,0,0,,0.0877,0.175,0.09,0.1,-0.301,0.02,0,0.593,1.957
1970/01/01/05:31:50.330000,157,0,0,,0.0893,0.174,0.09,0.1,-0.301,0.02,0,0.598,1.946
1970/01/01/05:31:50.430000,158,0,0,,0.0905,0.173,0.09,0.1,-0.299,0.02,0,0.602,1.935
1970/01/01/05:31:50.531000,159,0,0,,0.0905,0.172,0.09,0.1,-0.297,0.02,0,0.602,1.925
1970/01/01/05:31:50.630000,160,0,0,,0.0897,0.172,0.09,0.1,-0.296,0.02,0,0.599,1.918
1970/01/01/05:31:50.728000,161,0,0,,0.0895,0.171,0.09,0.1,-0.29,0.02,0,0.599,1.907
1970/01/01/05:31:50.829000,162,0,0,,0.0881,0.17,0.09,0.1,-0.287,0.02,0,0.594,1.901
1970/01/01/05:31:50.930000,163,0,0,,0.0863,0.17,0.09,0.1,-0.282,0.02,0,0.588,1.896
1970/01/01/05:31:51.046000,164,0,0,,0.084,0.17,0.09,0.1,-0.278,0.02,0,0.58,1.893
1970/01/01/05:31:51.130000,165,0,0,,0.0821,0.17,0.09,0.1,-0.271,0.02,0,0.574,1.889
1970/01/01/05:31:51.230000,166,0,0,,0.0789,0.169,0.09,0.1,-0.262,0.02,0,0.563,1.886
1970/01/01/05:31:51.331000,167,0,0,,0.0749,0.17,0.09,0.1,-0.26,0.02,0,0.547,1.89
1970/01/01/05:31:51.430000,168,0,0,,0.0718,0.17,0.09,0.1,-0.256,0.02,0,0.536,1.892
1970/01/01/05:31:51.530000,169,0,0,,0.0698,0.17,0.09,0.1,-0.25,0.02,0,0.529,1.889
1970/01/01/05:31:51.631000,170,0,0,,0.066,0.171,0.09,0.1,-0.249,0.02,0,0.513,1.894
1970/01/01/05:31:51.731000,171,0,0,,0.0622,0.171,0.09,0.1,-0.246,0.02,0,0.498,1.895
1970/01/01/05:31:51.829000,172,0,0,,0.0602,0.17,0.09,0.1,-0.239,0.02,0,0.491,1.892
1970/01/01/05:31:51.929000,173,0,0,,0.0573,0.171,0.09,0.1,-0.237,0.02,0,0.478,1.894
1970/01/01/05:31:52.031000,174,0,0,,0.0536,0.171,0.09,0.1,-0.236,0.02,0,0.462,1.896
1970/01/01/05:31:52.130000,175,0,0,,0.0518,0.17,0.09,0.1,-0.229,0.02,0,0.455,1.892
1970/01/01/05:31:52.230000,176,0,0,,0.0496,0.17,0.09,0.1,-0.225,0.02,0,0.445,1.892
1970/01/01/05:31:52.330000,177,0,0,,0.0454,0.171,0.09,0.1,-0.225,0.02,0,0.425,1.894
1970/01/01/05:31:52.431000,178,0,0,,0.043,0.17,0.09,0.1,-0.22,0.02,0,0.415,1.891
1970/01/01/05:31:52.530000,179,0,0,,0.0415,0.169,0.09,0.1,-0.214,0.02,0,0.408,1.887
1970/01/01/05:31:52.630000,180,0,0,,0.0384,0.17,0.09,0.1,-0.213,0.02,0,0.392,1.887
1970/01/01/05:31:52.730000,181,0,0,,0.0348,0.17,0.09,0.1,-0.213,0.02,0,0.375,1.887
1970/01/01/05:31:52.830000,182,0,0,,0.0335,0.169,0.09,0.1,-0.207,0.02,0,0.369,1.882
1970/01/01/05:31:52.932000,183,0,0,,0.0324,0.169,0.09,0.1,-0.201,0.02,0,0.362,1.878
1970/01/01/05:31:53.029000,184,0,0,,0.0299,0.169,0.09,0.1,-0.2,0.02,0,0.348,1.877
1970/01/01/05:31:53.130000,185,0,0,,0.0267,0.169,0.09,0.1,-0.2,0.02,0,0.332,1.875
1970/01/01/05:31:53.231000,186,0,0,,0.025,0.168,0.09,0.1,-0.195,0.02,0,0.323,1.871
1970/01/01/05:31:53.331000,187,0,0,,0.024,0.167,0.09,0.1,-0.19,0.02,0,0.316,1.866
1970/01/01/05:31:53.429000,188,0,0,,0.0228,0.167,0.09,0.1,-0.186,0.02,0,0.308,1.862
1970/01/01/05:31:53.530000,189,0,0,,0.0199,0.167,0.09,0.1,-0.186,0.02,0,0.291,1.859
1970/01/01/05:31:53.631000,190,0,0,,0.0175,0.167,0.09,0.1,-0.184,0.02,0,0.278,1.855
1970/01/01/05:31:53.729000,191,0,0,,0.0167,0.166,0.09,0.1,-0.178,0.02,0,0.272,1.85
1970/01/01/05:31:53.830000,192,0,0,,0.016,0.165,0.09,0.1,-0.173,0.02,0,0.265,1.844
1970/01/01/05:31:53.929000,193,0,0,,0.0136,0.165,0.09,0.1,-0.173,0.02,0,0.25,1.84
1970/01/01/05:31:54.031000,194,0,0,,0.0106,0.165,0.09,0.1,-0.173,0.02,0,0.232,1.835
1970/01/01/05:31:54.130000,195,0,0,,0.0097,0.164,0.09,0.1,-0.167,0.02,0,0.225,1.829
1970/01/01/05:31:54.229000,196,0,0,,0.0093,0.163,0.09,0.1,-0.162,0.02,0,0.219,1.823
1970/01/01/05:31:54.330000,197,0,0,,0.0073,0.163,0.09,0.1,-0.161,0.02,0,0.205,1.818
1970/01/01/05:31:54.430000,198,0,0,,0.005,0.163,0.09,0.1,-0.161,0.02,0,0.19,1.813
1970/01/01/05:31:54.530000,199,0,0,,0.0044,0.162,0.09,0.1,-0.156,0.02,0,0.184,1.806
1970/01/01/05:31:54.630000,200,0,0,,0.004,0.161,0.09,0.1,-0.151,0.02,0,0.177,1.8
1970/01/01/05:31:54.728000,201,0,0,,0.0025,0.161,0.09,0.1,-0.15,0.02,0,0.165,1.794
1970/01/01/05:31:54.830000,202,0,0,,0.0004,0.16,0.09,0.1,-0.15,0.02,0,0.151,1.787
1970/01/01/05:31:54.930000,203,0,0,,0.0006,0.16,0.09,0.1,-0.147,0.02,0,0.142,1.781
1970/01/01/05:31:55.028000,204,0,0,,0.001,0.159,0.09,0.1,-0.142,0.02,0,0.135,1.774
1970/01/01/05:31:55.130000,205,0,0,,0.0016,0.158,0.09,0.1,-0.139,0.02,0,0.127,1.767
1970/01/01/05:31:55.231000,206,0,0,,0.0033,0.158,0.09,0.1,-0.139,0.02,0,0.113,1.76
1970/01/01/05:31:55.329000,207,0,0,,0.0049,0.157,0.09,0.1,-0.138,0.02,0,0.101,1.753
1970/01/01/05:31:55.431000,208,0,0,,0.0052,0.156,0.09,0.1,-0.134,0.02,0,0.095,1.746
1970/01/01/05:31:55.530000,209,0,0,,0.0054,0.156,0.09,0.1,-0.13,0.02,0,0.088,1.739
1970/01/01/05:31:55.631000,210,0,0,,0.0066,0.155,0.09,0.1,-0.129,0.02,0,0.076,1.733
1970/01/01/05:31:55.729000,211,0,0,,0.0081,0.154,0.09,0.1,-0.129,0.02,0,0.064,1.725
1970/01/01/05:31:55.830000,212,0,0,,0.0083,0.154,0.09,0.1,-0.125,0.02,0,0.058,1.717
1970/01/01/05:31:55.930000,213,0,0,,0.0086,0.153,0.09,0.1,-0.122,0.02,0,0.051,1.71
1970/01/01/05:31:56.029000,214,0,0,,0.01,0.152,0.09,0.1,-0.122,0.02,0,0.038,1.702
1970/01/01/05:31:56.130000,215,0,0,,0.0109,0.152,0.09,0.1,-0.12,0.02,0,0.028,1.694
1970/01/01/05:31:56.229000,216,0,0,,0.0109,0.151,0.09,0.1,-0.116,0.02,0,0.022,1.686
1970/01/01/05:31:56.331000,217,0,0,,0.0117,0.15,0.09,0.1,-0.115,0.02,0,0.012,1.678
1970/01/01/05:31:56.431000,218,0,0,,0.013,0.149,0.09,0.1,-0.115,0.02,0,0,1.67
1970/01/01/05:31:56.530000,219,0,0,,0.0132,0.149,0.09,0.1,-0.112,0.02,0,0.006,1.662
1970/01/01/05:31:56.629000,220,0,0,,0.0132,0.148,0.09,0.1,-0.109,0.02,0,0.013,1.654
1970/01/01/05:31:56.730000,221,0,0,,0.0143,0.147,0.09,0.1,-0.109,0.02,0,0.024,1.645
1970/01/01/05:31:56.831000,222,0,0,,0.0148,0.147,0.09,0.1,-0.107,0.02,0,0.033,1.637
1970/01/01/05:31:56.931000,223,0,0,,0.0148,0.146,0.09,0.1,-0.104,0.02,0,0.039,1.629
1970/01/01/05:31:57.031000,224,0,0,,0.0155,0.145,0.09,0.1,-0.103,0.02,0,0.049,1.621
1970/01/01/05:31:57.132000,225,0,0,,0.0162,0.144,0.09,0.1,-0.102,0.02,0,0.058,1.613
1970/01/01/05:31:57.229000,226,0,0,,0.0161,0.144,0.09,0.1,-0.099,0.02,0,0.064,1.605
1970/01/01/05:31:57.330000,227,0,0,,0.0168,0.143,0.09,0.1,-0.099,0.02,0,0.073,1.596
1970/01/01/05:31:57.431000,228,0,0,,0.0172,0.142,0.09,0.1,-0.097,0.02,0,0.082,1.587
1970/01/01/05:31:57.531000,229,0,0,,0.0172,0.141,0.09,0.1,-0.095,0.02,0,0.086,1.578
1970/01/01/05:31:57.631000,230,0,0,,0.0173,0.141,0.09,0.1,-0.095,0.02,0,0.087,1.571
1970/01/01/05:31:57.729000,231,0,0,,0.0173,0.14,0.09,0.1,-0.095,0.02,0,0.087,1.563
1970/01/01/05:31:57.831000,232,0,0,,0.0176,0.139,0.09,0.1,-0.096,0.02,0,0.088,1.554
1970/01/01/05:31:57.930000,233,0,0,,0.0177,0.138,0.09,0.1,-0.096,0.02,0,0.088,1.545
1970/01/01/05:31:58.031000,234,0,0,,0.0177,0.138,0.09,0.1,-0.096,0.02,0,0.088,1.537
