time,.linear.x,.linear.y,.linear.z,.angular.x,.angular.y,.angular.z
1970/01/01/05:31:38.831000,-0.262,0.0,0.0,0.0,0.0,-1.7904
1970/01/01/05:31:38.929000,-0.261,0.0,0.0,0.0,0.0,-1.8437999999999999
1970/01/01/05:31:39.030000,-0.264,0.0,0.0,0.0,0.0,-1.8879
1970/01/01/05:31:39.130000,-0.262,0.0,0.0,0.0,0.0,-1.9304999999999999
1970/01/01/05:31:39.231000,-0.264,0.0,0.0,0.0,0.0,-1.9664
1970/01/01/05:31:39.329000,-0.265,0.0,0.0,0.0,0.0,-1.9944
1970/01/01/05:31:39.430000,-0.264,0.0,0.0,0.0,0.0,-2.0216
1970/01/01/05:31:39.530000,-0.265,0.0,0.0,0.0,0.0,-2.0433
1970/01/01/05:31:39.630000,-0.266,0.0,0.0,0.0,0.0,-2.0544
1970/01/01/05:31:39.729000,-0.265,0.0,0.0,0.0,0.0,-2.0618
1970/01/01/05:31:39.830000,-0.264,0.0,0.0,0.0,0.0,-2.0688999999999997
1970/01/01/05:31:39.931000,-0.265,0.0,0.0,0.0,0.0,-2.07
1970/01/01/05:31:40.031000,-0.266,0.0,0.0,0.0,0.0,-2.0612999999999997
1970/01/01/05:31:40.129000,-0.265,0.0,0.0,0.0,0.0,-2.0484999999999998
1970/01/01/05:31:40.230000,-0.264,0.0,0.0,0.0,0.0,-2.0351
1970/01/01/05:31:40.331000,-0.264,0.0,0.0,0.0,0.0,-2.02
1970/01/01/05:31:40.431000,-0.264,0.0,0.0,0.0,0.0,-1.9952
1970/01/01/05:31:40.531000,-0.263,0.0,0.0,0.0,0.0,-1.9614
1970/01/01/05:31:40.630000,-0.262,0.0,0.0,0.0,0.0,-1.9266
1970/01/01/05:31:40.730000,-0.261,0.0,0.0,0.0,0.0,-1.8923
1970/01/01/05:31:40.830000,-0.261,0.0,0.0,0.0,0.0,-1.8533000000000002
1970/01/01/05:31:40.930000,-0.26,0.0,0.0,0.0,0.0,-1.8067000000000002
1970/01/01/05:31:41.031000,-0.259,0.0,0.0,0.0,0.0,-1.7555000000000003
1970/01/01/05:31:41.131000,-0.258,0.0,0.0,0.0,0.0,-1.7047000000000003
1970/01/01/05:31:41.230000,-0.257,0.0,0.0,0.0,0.0,-1.6541000000000003
1970/01/01/05:31:41.331000,-0.256,0.0,0.0,0.0,0.0,-1.5971000000000004
1970/01/01/05:31:41.431000,-0.254,0.0,0.0,0.0,0.0,-1.5333000000000003
1970/01/01/05:31:41.531000,-0.253,0.0,0.0,0.0,0.0,-1.4675000000000002
1970/01/01/05:31:41.631000,-0.252,0.0,0.0,0.0,0.0,-1.4022000000000003
1970/01/01/05:31:41.730000,-0.251,0.0,0.0,0.0,0.0,-1.3361000000000003
1970/01/01/05:31:41.829000,-0.249,0.0,0.0,0.0,0.0,-1.2641000000000002
1970/01/01/05:31:41.930000,-0.248,0.0,0.0,0.0,0.0,-1.1860000000000002
1970/01/01/05:31:42.030000,-0.247,0.0,0.0,0.0,0.0,-1.1083
1970/01/01/05:31:42.130000,-0.245,0.0,0.0,0.0,0.0,-1.0311000000000001
1970/01/01/05:31:42.231000,-0.244,0.0,0.0,0.0,0.0,-0.9518000000000001
1970/01/01/05:31:42.331000,-0.242,0.0,0.0,0.0,0.0,-0.8672000000000001
1970/01/01/05:31:42.430000,-0.24,0.0,0.0,0.0,0.0,-0.7784000000000001
1970/01/01/05:31:42.531000,-0.239,0.0,0.0,0.0,0.0,-0.6899000000000001
1970/01/01/05:31:42.630000,-0.237,0.0,0.0,0.0,0.0,-0.6019000000000001
1970/01/01/05:31:42.731000,-0.235,0.0,0.0,0.0,0.0,-0.5105000000000001
1970/01/01/05:31:42.829000,-0.233,0.0,0.0,0.0,0.0,-0.41440000000000005
1970/01/01/05:31:42.930000,-0.232,0.0,0.0,0.0,0.0,-0.31690000000000007
1970/01/01/05:31:43.031000,-0.231,0.0,0.0,0.0,0.0,-0.22010000000000007
1970/01/01/05:31:43.130000,-0.229,0.0,0.0,0.0,0.0,-0.12150000000000008
1970/01/01/05:31:43.228000,-0.227,0.0,0.0,0.0,0.0,-0.020800000000000082
1970/01/01/05:31:43.330000,-0.225,0.0,0.0,0.0,0.0,0.08099999999999992
1970/01/01/05:31:43.430000,-0.225,0.0,0.0,0.0,0.0,0.1837999999999999
1970/01/01/05:31:43.531000,-0.224,0.0,0.0,0.0,0.0,0.28689999999999993
1970/01/01/05:31:43.631000,-0.224,0.0,0.0,0.0,0.0,0.38759999999999994
1970/01/01/05:31:43.730000,-0.225,0.0,0.0,0.0,0.0,0.48579999999999995
1970/01/01/05:31:43.832000,-0.225,0.0,0.0,0.0,0.0,0.5817
1970/01/01/05:31:43.932000,-0.225,0.0,0.0,0.0,0.0,0.6746
1970/01/01/05:31:44.031000,-0.225,0.0,0.0,0.0,0.0,0.7639
1970/01/01/05:31:44.131000,-0.225,0.0,0.0,0.0,0.0,0.8504
1970/01/01/05:31:44.231000,-0.225,0.0,0.0,0.0,0.0,0.9332
1970/01/01/05:31:44.331000,-0.225,0.0,0.0,0.0,0.0,1.0134
1970/01/01/05:31:44.429000,-0.225,0.0,0.0,0.0,0.0,1.0901
1970/01/01/05:31:44.530000,-0.225,0.0,0.0,0.0,0.0,1.1633
1970/01/01/05:31:44.630000,-0.225,0.0,0.0,0.0,0.0,1.2334
1970/01/01/05:31:44.730000,-0.225,0.0,0.0,0.0,0.0,1.3002
1970/01/01/05:31:44.831000,-0.224,0.0,0.0,0.0,0.0,1.3639000000000001
1970/01/01/05:31:44.930000,-0.224,0.0,0.0,0.0,0.0,1.4245
1970/01/01/05:31:45.031000,-0.223,0.0,0.0,0.0,0.0,1.4817
1970/01/01/05:31:45.130000,-0.223,0.0,0.0,0.0,0.0,1.5362
1970/01/01/05:31:45.230000,-0.223,0.0,0.0,0.0,0.0,1.587
1970/01/01/05:31:45.330000,-0.222,0.0,0.0,0.0,0.0,1.6341999999999999
1970/01/01/05:31:45.431000,-0.221,0.0,0.0,0.0,0.0,1.6784
1970/01/01/05:31:45.530000,-0.221,0.0,0.0,0.0,0.0,1.7190999999999999
1970/01/01/05:31:45.630000,-0.22,0.0,0.0,0.0,0.0,1.7565
1970/01/01/05:31:45.731000,-0.22,0.0,0.0,0.0,0.0,1.7906
1970/01/01/05:31:45.831000,-0.219,0.0,0.0,0.0,0.0,1.8215999999999999
1970/01/01/05:31:45.930000,-0.218,0.0,0.0,0.0,0.0,1.849
1970/01/01/05:31:46.052000,-0.217,0.0,0.0,0.0,0.0,1.8736
1970/01/01/05:31:46.131000,-0.217,0.0,0.0,0.0,0.0,1.8948
1970/01/01/05:31:46.230000,-0.216,0.0,0.0,0.0,0.0,1.9131
1970/01/01/05:31:46.330000,-0.215,0.0,0.0,0.0,0.0,1.928
1970/01/01/05:31:46.430000,-0.214,0.0,0.0,0.0,0.0,1.9394
1970/01/01/05:31:46.532000,-0.213,0.0,0.0,0.0,0.0,1.9476
1970/01/01/05:31:46.631000,-0.212,0.0,0.0,0.0,0.0,1.9528
1970/01/01/05:31:46.730000,-0.211,0.0,0.0,0.0,0.0,1.9545000000000001
1970/01/01/05:31:46.829000,-0.21,0.0,0.0,0.0,0.0,1.9535000000000002
1970/01/01/05:31:46.929000,-0.209,0.0,0.0,0.0,0.0,1.9493000000000003
1970/01/01/05:31:47.029000,-0.208,0.0,0.0,0.0,0.0,1.9421000000000002
1970/01/01/05:31:47.131000,-0.207,0.0,0.0,0.0,0.0,1.9319000000000002
1970/01/01/05:31:47.230000,-0.206,0.0,0.0,0.0,0.0,1.9187
1970/01/01/05:31:47.330000,-0.205,0.0,0.0,0.0,0.0,1.9027
1970/01/01/05:31:47.429000,-0.204,0.0,0.0,0.0,0.0,1.8840000000000001
1970/01/01/05:31:47.529000,-0.203,0.0,0.0,0.0,0.0,1.8623
1970/01/01/05:31:47.629000,-0.202,0.0,0.0,0.0,0.0,1.8378
1970/01/01/05:31:47.731000,-0.201,0.0,0.0,0.0,0.0,1.8103
1970/01/01/05:31:47.830000,-0.2,0.0,0.0,0.0,0.0,1.7801
1970/01/01/05:31:47.929000,-0.199,0.0,0.0,0.0,0.0,1.7472
1970/01/01/05:31:48.030000,-0.198,0.0,0.0,0.0,0.0,1.7117
1970/01/01/05:31:48.131000,-0.197,0.0,0.0,0.0,0.0,1.6732
1970/01/01/05:31:48.230000,-0.196,0.0,0.0,0.0,0.0,1.6323
1970/01/01/05:31:48.330000,-0.195,0.0,0.0,0.0,0.0,1.5887
1970/01/01/05:31:48.430000,-0.194,0.0,0.0,0.0,0.0,1.5425
1970/01/01/05:31:48.530000,-0.193,0.0,0.0,0.0,0.0,1.4939
1970/01/01/05:31:48.629000,-0.192,0.0,0.0,0.0,0.0,1.4426
1970/01/01/05:31:48.730000,-0.191,0.0,0.0,0.0,0.0,1.3888
1970/01/01/05:31:48.831000,-0.19,0.0,0.0,0.0,0.0,1.3326
1970/01/01/05:31:48.930000,-0.189,0.0,0.0,0.0,0.0,1.274
1970/01/01/05:31:49.030000,-0.188,0.0,0.0,0.0,0.0,1.213
1970/01/01/05:31:49.130000,-0.186,0.0,0.0,0.0,0.0,1.1495000000000002
1970/01/01/05:31:49.230000,-0.185,0.0,0.0,0.0,0.0,1.0833000000000002
1970/01/01/05:31:49.331000,-0.184,0.0,0.0,0.0,0.0,1.0150000000000001
1970/01/01/05:31:49.429000,-0.183,0.0,0.0,0.0,0.0,0.9443000000000001
1970/01/01/05:31:49.530000,-0.182,0.0,0.0,0.0,0.0,0.8714000000000002
1970/01/01/05:31:49.630000,-0.181,0.0,0.0,0.0,0.0,0.7964000000000002
1970/01/01/05:31:49.730000,-0.18,0.0,0.0,0.0,0.0,0.7192000000000002
1970/01/01/05:31:49.829000,-0.179,0.0,0.0,0.0,0.0,0.6399000000000001
1970/01/01/05:31:49.931000,-0.178,0.0,0.0,0.0,0.0,0.5585000000000001
1970/01/01/05:31:50.030000,-0.177,0.0,0.0,0.0,0.0,0.4750000000000001
1970/01/01/05:31:50.130000,-0.176,0.0,0.0,0.0,0.0,0.3894000000000001
1970/01/01/05:31:50.231000,-0.175,0.0,0.0,0.0,0.0,0.3017000000000001
1970/01/01/05:31:50.330000,-0.174,0.0,0.0,0.0,0.0,0.2124000000000001
1970/01/01/05:31:50.430000,-0.173,0.0,0.0,0.0,0.0,0.12190000000000009
1970/01/01/05:31:50.531000,-0.172,0.0,0.0,0.0,0.0,0.031400000000000095
1970/01/01/05:31:50.630000,-0.172,0.0,0.0,0.0,0.0,-0.05829999999999991
1970/01/01/05:31:50.728000,-0.171,0.0,0.0,0.0,0.0,-0.1477999999999999
1970/01/01/05:31:50.829000,-0.17,0.0,0.0,0.0,0.0,-0.2358999999999999
1970/01/01/05:31:50.930000,-0.17,0.0,0.0,0.0,0.0,-0.3221999999999999
1970/01/01/05:31:51.046000,-0.17,0.0,0.0,0.0,0.0,-0.4061999999999999
1970/01/01/05:31:51.130000,-0.17,0.0,0.0,0.0,0.0,-0.4882999999999999
1970/01/01/05:31:51.230000,-0.169,0.0,0.0,0.0,0.0,-0.5671999999999999
1970/01/01/05:31:51.331000,-0.17,0.0,0.0,0.0,0.0,-0.6420999999999999
1970/01/01/05:31:51.430000,-0.17,0.0,0.0,0.0,0.0,-0.7138999999999999
1970/01/01/05:31:51.531000,-0.17,0.0,0.0,0.0,0.0,-0.7836999999999998
1970/01/01/05:31:51.631000,-0.171,0.0,0.0,0.0,0.0,-0.8496999999999999
1970/01/01/05:31:51.731000,-0.171,0.0,0.0,0.0,0.0,-0.9118999999999999
1970/01/01/05:31:51.829000,-0.17,0.0,0.0,0.0,0.0,-0.9721
1970/01/01/05:31:51.929000,-0.171,0.0,0.0,0.0,0.0,-1.0293999999999999
1970/01/01/05:31:52.031000,-0.171,0.0,0.0,0.0,0.0,-1.083
1970/01/01/05:31:52.130000,-0.17,0.0,0.0,0.0,0.0,-1.1348
1970/01/01/05:31:52.230000,-0.17,0.0,0.0,0.0,0.0,-1.1844000000000001
1970/01/01/05:31:52.331000,-0.171,0.0,0.0,0.0,0.0,-1.2298000000000002
1970/01/01/05:31:52.431000,-0.17,0.0,0.0,0.0,0.0,-1.2728000000000002
1970/01/01/05:31:52.530000,-0.169,0.0,0.0,0.0,0.0,-1.3143000000000002
1970/01/01/05:31:52.630000,-0.17,0.0,0.0,0.0,0.0,-1.3527000000000002
1970/01/01/05:31:52.730000,-0.17,0.0,0.0,0.0,0.0,-1.3875000000000002
1970/01/01/05:31:52.830000,-0.169,0.0,0.0,0.0,0.0,-1.4210000000000003
1970/01/01/05:31:52.932000,-0.169,0.0,0.0,0.0,0.0,-1.4534000000000002
1970/01/01/05:31:53.029000,-0.169,0.0,0.0,0.0,0.0,-1.4833000000000003
1970/01/01/05:31:53.130000,-0.169,0.0,0.0,0.0,0.0,-1.5100000000000002
1970/01/01/05:31:53.231000,-0.168,0.0,0.0,0.0,0.0,-1.5350000000000001
1970/01/01/05:31:53.331000,-0.167,0.0,0.0,0.0,0.0,-1.5590000000000002
1970/01/01/05:31:53.429000,-0.167,0.0,0.0,0.0,0.0,-1.5818
1970/01/01/05:31:53.530000,-0.167,0.0,0.0,0.0,0.0,-1.6017000000000001
1970/01/01/05:31:53.631000,-0.167,0.0,0.0,0.0,0.0,-1.6192000000000002
1970/01/01/05:31:53.729000,-0.166,0.0,0.0,0.0,0.0,-1.6359000000000001
1970/01/01/05:31:53.830000,-0.165,0.0,0.0,0.0,0.0,-1.6519000000000001
1970/01/01/05:31:53.929000,-0.165,0.0,0.0,0.0,0.0,-1.6655000000000002
1970/01/01/05:31:54.031000,-0.165,0.0,0.0,0.0,0.0,-1.6761000000000001
1970/01/01/05:31:54.130000,-0.164,0.0,0.0,0.0,0.0,-1.6858000000000002
1970/01/01/05:31:54.229000,-0.163,0.0,0.0,0.0,0.0,-1.6951000000000003
1970/01/01/05:31:54.330000,-0.163,0.0,0.0,0.0,0.0,-1.7024000000000004
1970/01/01/05:31:54.431000,-0.163,0.0,0.0,0.0,0.0,-1.7074000000000003
1970/01/01/05:31:54.530000,-0.162,0.0,0.0,0.0,0.0,-1.7118000000000002
1970/01/01/05:31:54.630000,-0.161,0.0,0.0,0.0,0.0,-1.7158000000000002
1970/01/01/05:31:54.728000,-0.161,0.0,0.0,0.0,0.0,-1.7183000000000002
1970/01/01/05:31:54.830000,-0.16,0.0,0.0,0.0,0.0,-1.7187000000000001
1970/01/01/05:31:54.930000,-0.16,0.0,0.0,0.0,0.0,-1.7181000000000002
1970/01/01/05:31:55.028000,-0.159,0.0,0.0,0.0,0.0,-1.7171000000000003
1970/01/01/05:31:55.130000,-0.158,0.0,0.0,0.0,0.0,-1.7155000000000002
1970/01/01/05:31:55.231000,-0.158,0.0,0.0,0.0,0.0,-1.7122000000000002
1970/01/01/05:31:55.329000,-0.157,0.0,0.0,0.0,0.0,-1.7073000000000003
1970/01/01/05:31:55.431000,-0.156,0.0,0.0,0.0,0.0,-1.7021000000000002
1970/01/01/05:31:55.530000,-0.156,0.0,0.0,0.0,0.0,-1.6967
1970/01/01/05:31:55.631000,-0.155,0.0,0.0,0.0,0.0,-1.6901000000000002
1970/01/01/05:31:55.729000,-0.154,0.0,0.0,0.0,0.0,-1.6820000000000002
1970/01/01/05:31:55.830000,-0.154,0.0,0.0,0.0,0.0,-1.6737000000000002
1970/01/01/05:31:55.930000,-0.153,0.0,0.0,0.0,0.0,-1.6651000000000002
1970/01/01/05:31:56.029000,-0.152,0.0,0.0,0.0,0.0,-1.6551000000000002
1970/01/01/05:31:56.130000,-0.152,0.0,0.0,0.0,0.0,-1.6442000000000003
1970/01/01/05:31:56.229000,-0.151,0.0,0.0,0.0,0.0,-1.6333000000000004
1970/01/01/05:31:56.331000,-0.15,0.0,0.0,0.0,0.0,-1.6216000000000004
1970/01/01/05:31:56.431000,-0.149,0.0,0.0,0.0,0.0,-1.6086000000000005
1970/01/01/05:31:56.530000,-0.149,0.0,0.0,0.0,0.0,-1.5954000000000004
1970/01/01/05:31:56.629000,-0.148,0.0,0.0,0.0,0.0,-1.5822000000000003
1970/01/01/05:31:56.730000,-0.147,0.0,0.0,0.0,0.0,-1.5679000000000003
1970/01/01/05:31:56.831000,-0.147,0.0,0.0,0.0,0.0,-1.5531000000000004
1970/01/01/05:31:56.931000,-0.146,0.0,0.0,0.0,0.0,-1.5383000000000004
1970/01/01/05:31:57.031000,-0.145,0.0,0.0,0.0,0.0,-1.5228000000000004
1970/01/01/05:31:57.132000,-0.144,0.0,0.0,0.0,0.0,-1.5066000000000004
1970/01/01/05:31:57.330000,-0.144,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:57.331000,-0.15,0.0,0.0,0.0,0.0,-0.0336
1970/01/01/05:31:57.431000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:57.432000,-0.15,0.0,0.0,0.0,0.0,-0.0344
1970/01/01/05:31:57.532000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:57.533000,-0.15,0.0,0.0,0.0,0.0,-0.0344
1970/01/01/05:31:57.631000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:57.632000,-0.15,0.0,0.0,0.0,0.0,-0.0346
1970/01/01/05:31:57.729000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:57.731000,-0.15,0.0,0.0,0.0,0.0,-0.0346
1970/01/01/05:31:57.831000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:57.833000,-0.15,0.0,0.0,0.0,0.0,-0.0352
1970/01/01/05:31:57.930000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:57.932000,-0.15,0.0,0.0,0.0,0.0,-0.0354
1970/01/01/05:31:58.031000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:58.032000,-0.15,0.0,0.0,0.0,0.0,-0.0354
1970/01/01/05:31:58.130000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:58.131000,-0.15,0.0,0.0,0.0,0.0,-0.036
1970/01/01/05:31:58.230000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:58.232000,-0.15,0.0,0.0,0.0,0.0,-0.036
1970/01/01/05:31:58.330000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:58.332000,-0.15,0.0,0.0,0.0,0.0,-0.036
1970/01/01/05:31:58.430000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:58.431000,-0.15,0.0,0.0,0.0,0.0,-0.0368
1970/01/01/05:31:58.531000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:58.532000,-0.15,0.0,0.0,0.0,0.0,-0.0368
1970/01/01/05:31:58.631000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:58.632000,-0.15,0.0,0.0,0.0,0.0,-0.0368
1970/01/01/05:31:58.731000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:58.732000,-0.15,0.0,0.0,0.0,0.0,-0.037
1970/01/01/05:31:58.830000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:58.832000,-0.15,0.0,0.0,0.0,0.0,-0.0376
1970/01/01/05:31:58.931000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:58.933000,-0.15,0.0,0.0,0.0,0.0,-0.0376
1970/01/01/05:31:59.031000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:59.032000,-0.15,0.0,0.0,0.0,0.0,-0.0378
1970/01/01/05:31:59.130000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:59.131000,-0.15,0.0,0.0,0.0,0.0,-0.0378
1970/01/01/05:31:59.231000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:59.232000,-0.15,0.0,0.0,0.0,0.0,-0.0384
1970/01/01/05:31:59.331000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:59.333000,-0.15,0.0,0.0,0.0,0.0,-0.0386
1970/01/01/05:31:59.431000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:59.432000,-0.15,0.0,0.0,0.0,0.0,-0.0386
1970/01/01/05:31:59.531000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:59.532000,-0.15,0.0,0.0,0.0,0.0,-0.0394
1970/01/01/05:31:59.629000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:59.630000,-0.15,0.0,0.0,0.0,0.0,-0.0394
1970/01/01/05:31:59.730000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:59.731000,-0.15,0.0,0.0,0.0,0.0,-0.0394
1970/01/01/05:31:59.831000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:59.832000,-0.15,0.0,0.0,0.0,0.0,-0.0396
1970/01/01/05:31:59.930000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:31:59.931000,-0.15,0.0,0.0,0.0,0.0,-0.0402
1970/01/01/05:32:00.031000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:32:00.032000,-0.15,0.0,0.0,0.0,0.0,-0.0402
1970/01/01/05:32:00.131000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:32:00.132000,-0.15,0.0,0.0,0.0,0.0,-0.0404
1970/01/01/05:32:00.232000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:32:00.232000,-0.15,0.0,0.0,0.0,0.0,-0.041
1970/01/01/05:32:00.331000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:32:00.331000,-0.15,0.0,0.0,0.0,0.0,-0.0412
1970/01/01/05:32:00.430000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:32:00.431000,-0.15,0.0,0.0,0.0,0.0,-0.0412
1970/01/01/05:32:00.531000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:32:00.533000,-0.15,0.0,0.0,0.0,0.0,-0.0418
1970/01/01/05:32:00.632000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:32:00.633000,-0.15,0.0,0.0,0.0,0.0,-0.042
1970/01/01/05:32:00.750000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:32:00.751000,-0.15,0.0,0.0,0.0,0.0,-0.042
1970/01/01/05:32:00.831000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:32:00.832000,-0.15,0.0,0.0,0.0,0.0,-0.0428
1970/01/01/05:32:00.928000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:32:00.929000,-0.15,0.0,0.0,0.0,0.0,-0.0428
1970/01/01/05:32:01.031000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:32:01.032000,-0.15,0.0,0.0,0.0,0.0,-0.043
1970/01/01/05:32:01.131000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:32:01.132000,-0.15,0.0,0.0,0.0,0.0,-0.043
1970/01/01/05:32:01.230000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:32:01.232000,-0.15,0.0,0.0,0.0,0.0,-0.0436
1970/01/01/05:32:01.329000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:32:01.330000,-0.15,0.0,0.0,0.0,0.0,-0.0438
1970/01/01/05:32:01.430000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:32:01.431000,-0.15,0.0,0.0,0.0,0.0,-0.0438
1970/01/01/05:32:01.531000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:32:01.533000,-0.15,0.0,0.0,0.0,0.0,-0.0446
1970/01/01/05:32:01.628000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:32:01.629000,-0.15,0.0,0.0,0.0,0.0,-0.0448
1970/01/01/05:32:01.730000,-0.15,0.0,0.0,0.0,0.0,0.0
1970/01/01/05:32:01.732000,-0.15,0.0,0.0,0.0,0.0,-0.0448
